index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
8688,밑반찬,일상,달걀/유제품,찜,간단한 계람찜 만들기,계란찜,"4,623",20분 이내,아무나,2인분,"[('계란', '3개'), ('물', '동량'), ('다진새우젓', '1/2T')]","요즘은 ... 계란찜하면 다들 고기집 스타일의 폭팔하는 비쥬얼의 자극적인 맛을 많이 만드시는데요.

제가 오늘 만든 간단한 계란찜은 아주 올드한 집밥 스퇄~~입니다.

뚝배기에 폭발할듯 끓어오는 계람찜이 아니라, 찜기에 아주 약불로 천천히 쪄서 만들었어요.

직접 끓이거나 전자레인지에 돌리는 것보다 훨씬 부드럽고 계란찜다운 맛이 납니다.

이 계란찜은 재료도 물과 새우젓 한스푼외에는 없는 아주 단순한 식재료만 사용했답니다. ^^
아쉽지만, 중간과정 사진이 없네요.","[{'step_number': 1, 'description': '찜기나 뚝배기 그릇에 계란 3개를 넣고, 동일량의 물을 부어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/10/11/fbc70bb0b57ac50afc2cb2f1a35c8c961.jpg'}, {'step_number': 2, 'description': '새우젓 1/2T를 잘게 다져서 넣고, 1과 잘 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/10/11/eb9be2c53b044d73bb32da3bda3bd7531.jpg'}, {'step_number': 3, 'description': '찜기에 올려 약불로 약 10분정도 쪄주세요.계란양에 따라서 시간은 가감합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/10/11/e2409f38709a7d2a53ba36b2a5bd4f111.jpg'}]"
8689,밑반찬,일상,달걀/유제품,찜,#계란찜 [참기름 넣은 냄비계란찜],계란찜,"21,406",20분 이내,초급,4인분,"[('계란', '9개'), ('물', '500ml'), ('쪽파', '약간'), ('당근', '약간'), ('양파', '약간'), ('소금', '1/2T'), ('새우젓', '1/2T'), ('후추', '약간'), ('참기름', '2T'), ('통깨', '1T')]","뚝배기 말고 그냥 냄비에 계란찜 만들기!
밥에 비벼도 먹고 쏘주안주로도 그만인 계란찜 만들어보아요~","[{'step_number': 1, 'description': '넉넉한 볼에 계란을 깨 준비합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/60e34a8ee721c0965d44d372a29d87041.jpg'}, {'step_number': 2, 'description': '물을 넣고 새우젓, 소금을 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/48e0dc5dfe5b6ebfbcbe2a6c0e3b93c91.jpg'}, {'step_number': 3, 'description': '계란을 풀어놓습니다.물대신 우유를 1/3 정도 넣어주시면 더 부드럽게 즐기실수있어요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/9a9271f59c15a9fa1101f345e82986531.jpg'}, {'step_number': 4, 'description': '야채는 다져놓습니다.한가지만 넣으셔도되고 안넣어도되요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/a4046f95d53dfcf3e5ca572c600313f21.jpg'}, {'step_number': 5, 'description': '참기름과 깨를 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/e3467f7675db72836ab814bf6226947a1.jpg'}, {'step_number': 6, 'description': '처음에는 중불에 올려 1분후 아래를 살살 저어줍니다.\n그리고나서 뚜껑을 덮어줍니다.숟가락으로 떠낸다는 듯이 맨밑에 익은 계란을 들어 올려주시면되요. (총 두번정도 해주세요.)\n절대 휙휙 휘젓지 마세요~!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/d0740580d582179eb3480ed64dcddabf1.jpg'}, {'step_number': 7, 'description': '냄비는 뚝배기보다 더 잘타기때문에 꼭 약불에서 익혀주세요. (불에 올린후 총 15분소요)약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/a6dbf1e37b10e301bccdf258b9811b2f1.jpg'}, {'step_number': 8, 'description': '맛있게 드시면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/16/5b83f2f35bdf54dc4f74c347f1b0d84d1.jpg'}]"
8690,밑반찬,일상,달걀/유제품,찜,계란찜 만들기. 보들보들 부드러운 푸딩같은 계란찜.,계란찜,"5,479",20분 이내,아무나,3인분,"[('계란', '2개'), ('칵테일새우', '4마리'), ('죽염 소금', '1t'), ('맛술', '1T')]",계란찜을 좋아해서 부드럽고 푸딩같은 계란찜을 만들었어요.,"[{'step_number': 1, 'description': '계란은 깨서 소금,맛술,다시마물을 넣어 섞어 주세요.\n맛술은 계란의 비린맛을 잡기 위해 넣고 다시마 물이 없으면 그냥 물 넣어도 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/20/c67ae74d43930de7663bc22e75cba5da1.jpg'}, {'step_number': 2, 'description': '섞은 계란은 체에 2~3번 걸러 줍니다.\n멍울이 남아 있지 않아야 해요.\n*체에 거를수록 더 부드러워 져요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/20/9f9f3c7e144a841e7fff24799f057d971.jpg'}, {'step_number': 3, 'description': '체에 거른 계란은 그릇에 나눠 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/20/39b41e7af7813f76e11dd97b9a184c241.jpg'}, {'step_number': 4, 'description': '랩으로 씌워 김오른 찜기에 넣고 8분동안 쪄 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/20/012b8a17858631fa236b8ccc2b87bc891.jpg'}, {'step_number': 5, 'description': '8분이 되면 칵테일 새우를 고명으로 위에 놓고 다시 랩으로 덮은 다음 2분만 더 쪄서 완성합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/12/20/38b54947cea89781ff51387649d59b691.jpg'}]"
8691,밑반찬,일상,달걀/유제품,찜,밥솥으로 간단하게 1인분 계란찜 만들기,계란찜,"2,189",15분 이내,아무나,1인분,"[('계란', '1개'), ('물', '3T'), ('소금', '1꼬집')]",아라리맘님의 계란찜레시피로 응용해보았어요,"[{'step_number': 1, 'description': '찜 그릇과 컵 하나를 준비해서 우선 컵에 계란 하나를 풀어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/907798bd575dbf5f3a885d0ec9736b1a1.jpg'}, {'step_number': 2, 'description': '푼 계란을 거름망으로 거르면서 찜 그릇에 담아주세요. 첫번째 거르기', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/95eb8d5755dff694a2ad9f6bc3dfc2a51.jpg'}, {'step_number': 3, 'description': '알끈은 포크로 부숴서 같이 걸러주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/cd4bde7fd25e1603468eabd056d0a8e01.jpg'}, {'step_number': 4, 'description': '찜 그릇에 거른 것을 다시 거름망으로 컵에 옮겨주세요. 두번째 거르기', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/c6387baf6012a7202f5bbd1f639a54481.jpg'}, {'step_number': 5, 'description': '마지막으로 세번째 거름망으로 거르면서 다시 찜 그릇에 담아주세요. 세번째 거르기. 마지막까지 안 걸러지는 알끈도 같이 부어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/7d1fc03b40b7dce537f14c82d6549ae01.jpg'}, {'step_number': 6, 'description': '3번째 거른 계란에 물3T, 소금 한 꼬집 넣고 저어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/44d2c4a435d897ab20cde4d73977c6ad1.jpg'}, {'step_number': 7, 'description': '밥솥에 찜용 다리 놓고 잠기지 않을만큼 물을 부어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/1bc6e71cea1e6c9071e8bcfa54ff70ea1.jpg'}, {'step_number': 8, 'description': '푼 계란 그릇을 넣고 재가열 9분 해주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/08052cbcfd5f7407843a97a00797e3fd1.jpg'}, {'step_number': 9, 'description': '재가열이 끝나고 밥솥 뚜껑을 열어서 1분간 김을 빼고 다시 뚜껑닫아서 10분정도 그대로 두세요. 그러면 속까지 익은 푸딩처럼 매끈한 계란찜이 돼요\n*뚜껑안열고 그대로 둬서 10분 두셔도 완성이 되지만 찜에 기포가 많이 생긴모습이 돼요. 거친맛이지만 그 나름대로도 괜찮아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/029b1a8f3161b340742446b40116d8331.jpg'}, {'step_number': 10, 'description': '계란찜 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/19/80853d2101f37827778602aa348ecdea1.jpg'}, {'step_number': 11, 'description': '거름망으로 거르는 것보다 더 간편하게 하는 방법은 라떼용 거품기를 쓰면 달걀이 부드럽게 잘 풀려요. 달걀을 풀어주시고 소금1꼬집, 물 3T 넣어서 똑같이 찌시면 돼요. 거름망보다는 맛이 조금 덜 부드러워요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/09/21/b44d3281abf8b72a1a6e855cbcdcc3be1.jpg'}]"
8692,밑반찬,일상,달걀/유제품,찜,포슬포슬 계란찜 만드는법,계란찜,"9,750",30분 이내,아무나,1인분,"[('계란', '3개'), ('물', '400ml'), ('쯔유', '1T'), ('소금', '1t'), ('후추', '1/3t'), ('적색 파프리카', '1/4개'), ('파', '1/3개'), ('참기름', '1t')]","어렷을 적,
엄마가 자주 해 주시던 반찬을 생각해보면 
유난히 계란 요리가 많았던 것 같아요.
제가 달걀을 좋아해서도 있고 
또 계란조림과 같은 요리등은 
한번 만들어 두면 꽤 오래 먹을 수 있고 
또 영양성분도 고루 갖춘 식재료인데다가 
재료비 역시 많이 들지 않아서 
더욱 엄마가 자주 해 주신 것 같아요.
오늘은 일상적인 반찬으로도 좋고,
또 안주로도 줄곧 맛있게 즐기게 되는 
계란찜만드는법 레시피로 함께합니다.
뚝배기에 만들어 내서,
그 따뜻함이 더욱 오래가고 
끝까지 맛있게 즐길 수 있어요.","[{'step_number': 1, 'description': '먼저 적색 파프리카와 \n파는 사방 0.5cm 정도 크기로 잘라주세요.\n살짝 칼칼하게 완성하고 싶으시면,\n고추를 조금 다져 넣으셔도 좋습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/0a62a6ac093664773780694f18d364ae1.jpg'}, {'step_number': 2, 'description': '달걀3개와 다진 채소재료를 넣고 \n한번 잘 섞어서 준비해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/b4dfaf6957254eb3e831983c856de1fe1.jpg'}, {'step_number': 3, 'description': '이제 육수를 만들어 볼게요.\n냄비에 물400mL를 붓고 \n한소끔 끓기 시작하면 \n이때 쯔유1T,소금1t 이렇게 넣고 \n간을 맞추어 주세요.\n이제 물이 한소끔 끓어오르면,\n준비한 달걀 믹스처를 넣고 \n거품기로 잘 저어주세요.\n약간 처음보다 점성이 생길 때 까지 \n충분히 잘 저어주셔야 해요.\n이때 불은 강불을 유지할게요.\n가스불로 강한 불에서 조리시,\n이렇게 만드시면 화산계란찜이 된답니다.\n저는 전기 스토브를 가정에서 사용해서 \n화산계란찜을 만들지는 못했어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/9e569e96dd65d330ad26a89743b9c02b1.jpg'}, {'step_number': 4, 'description': '어느정도 점성이 생기면,\n이제 살짝 무게감 있는 뚜껑을 덮고 \n불을 끄고 남은 열로 \n앞으로 4분간 더 조리해 주시면 완성!\n그 다음 참기름,참깨,후추로 \n가볍게 마무리 해 주세요.\n계란찜만드는법 어렵지 않죠?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/05/01/a07646159db90086315fe2c9d3563f9d1.jpg'}]"
8693,밑반찬,일상,달걀/유제품,찜,연두부계란찜(연두부와 두부가 만났는데...),연두부계란찜,"8,846",15분 이내,초급,2인분,"[('계란                                                                                150ml', '3개'), ('연두부                                                                                수북히', '2숟가락'), ('소금', '1/3작은술'), ('참치액', '1/3작은술'), ('소금', '1/3작은술')]",부드러운 연두부와 쫄깃한 계란을 맛볼수 있는 영양만점 연두부계란찜~,"[{'step_number': 1, 'description': '계란 3개(150ml)\n연두부수북히2숟가락\n계란에 소금1/3작은술 넣어 풀어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/1c4af9194b146e3c3730b3a4478d94291.jpg'}, {'step_number': 2, 'description': '연두부랑 물 합해서\n200ml정도', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/f14766a77adb93c777150e4600c3a1b21.jpg'}, {'step_number': 3, 'description': '2에 참치액1작은술,\n소금1/3작은술넣어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/aa563d33dfadfec57522e2fea8e5e30e1.jpg'}, {'step_number': 4, 'description': '끓여요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/44af6297d8b9af34596f9095a4cb68321.jpg'}, {'step_number': 5, 'description': '4에 계란푼물 넣어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/33b470da3903d2deb35c49b7ea2468341.jpg'}, {'step_number': 6, 'description': '전자렌지에 2분 돌려요전자레인지', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/c4bbe9eeb80442de6f1b93629d856c6d1.jpg'}, {'step_number': 7, 'description': '넣고 싶은 재료를 다져 준비해요\n저는 파프리카랑 부추 1숟가락씩 준비했어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/e43aa3fed3e7577afa9b43f4fed8a8301.jpg'}, {'step_number': 8, 'description': '2분 돌렸는데 가운데 부분이 덜되서 1분 더 돌렸더니 \n맛있게 잘 되었어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/cbb905d84f109d44295f326306210a5d1.jpg'}, {'step_number': 9, 'description': '야채 다져서 올렸어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/29/6958a8591ae1ce4636ebe023b9f798a21.jpg'}]"
8694,밑반찬,일상,달걀/유제품,찜,키토 다이어트 뚝배기달걀찜(저탄고지 식단),뚝배기달걀찜,"2,639",30분 이내,초급,2인분,"[('달걀', '5개'), ('쪽파', '1줄'), ('소금', '1/6숟가락'), ('맛술', '2숟가락'), ('버터', '20g')]","달걀찜은 그 자체로도 든든한 메뉴이지만, 밥 대신 한식 메인요리나 반찬요리에 곁들여 먹으면 좋아요. 생선구이나 조림, 한식 나물 등의 메뉴에 밥 대신 곁들여 즐겨보세요. 집에 뚝배기가 없다면 냄비에 뚜껑을 닫고 만들어도 좋습니다.","[{'step_number': 1, 'description': '쪽파는 잘게 다져요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/7beb744938200eefd9819250c6c8d5e11.jpg'}, {'step_number': 2, 'description': '달걀은 소금을 넣고 잘 풀어준 뒤, 맛술과 물 1/2컵을 넣고 5분 정도 기다려요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/d61e18401dd2560a9f1b4024464c7a421.jpg'}, {'step_number': 3, 'description': '달걀물과 버터를 뚝배기에 담고 센 불에서 저어가며 끓여요.뚝배기 용량의 2/3 이상을 채워야 위로 봉긋하게 솟아오르는 달걀찜을 만들 수 있어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/c8c7717291c975314350cb3bbbb3f5861.jpg'}, {'step_number': 4, 'description': '달걀물이 끓기 시작할 때, 중불로 줄이고 몽글몽글해질 때까지 계속 저어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/6b90596392b9d8d6058a46cf437e1e5e1.jpg'}, {'step_number': 5, 'description': '80% 정도 익어서 덩어리지기 시작할 때, 불을 끄고 다진 쪽파를 올려요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/c549ccfd91aba47f4f1ba7374025c1f01.jpg'}, {'step_number': 6, 'description': '밥그릇 같이 오목한 그릇으로 덮어서 3분 정도 뜸을 들이듯 익혀요.마지막에는 뚝배기의 잔열로 익히는데, 만약 덜 익었다면 아주 약한 불로 더 익혀 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/05/6c67cff1516b8100ce97917f22e249281.jpg'}, {'step_number': 7, 'description': '《잘 먹어도 쏙 빠지는 초간단 키토 레시피》\n귀찮을 때 휘리릭 뚝딱 만들 수 있는 키토 요리로 끼니 걱정을 날려버리세요. 저탄수 한 그릇 요리부터 바쁜 아침, 후다닥 만드는 도시락, 90초 빵, 구름빵 등 다양한 키토 디저트까지 이 한 권이면 충분합니다.\n※ 구매하기 ☞ https://bit.ly/3XEC5IL', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/10/1534b52efcd2774af0c251e898c6e08d1.jpg'}]"
8695,밑반찬,일상,달걀/유제품,찜,전자레인지요리 초간단 전자레인지계란찜 우유계란찜/통조림달걀찜,우유계란찜,"1,649",15분 이내,초급,2인분,"[('계란', '2개'), ('우유', '160ml'), ('물', '120ml'), ('맛술', '1스푼'), ('소금', '4꼬집'), ('햄', '5g'), ('부추', '3g'), ('케첩', '약간')]",요똥님들도 실패없이 만들 수 있는 푸딩보다 촉촉하고 부드러운 예쁜 우유계란찜 레시피 알려드릴게요^^*,"[{'step_number': 1, 'description': '계란을 2개 깬 후 알끈만 제거하고 우유 160ml를 넣어 주세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/0d558ecda2b1dc7e658b0ee23e47f3601.jpg'}, {'step_number': 2, 'description': '물 120ml를 부어 주세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/611a62c9c4a9c99dc4e19906f70db57a1.jpg'}, {'step_number': 3, 'description': '소금 4꼬집 넣어 주세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/c05030b653e264d4c7b4c7481e02770d1.jpg'}, {'step_number': 4, 'description': '맛술 1스푼 넣어 주세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/7042095245656a5cf8d37df74c8e86271.jpg'}, {'step_number': 5, 'description': '미니 거품기로 휘 휘 저어 골고루 섞어 주세요~시간 있을때는 체에 한번 걸러주면 좋구요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/493bdde36a58ea7973d6c365fb6d268a1.jpg'}, {'step_number': 6, 'description': '통조림햄 용기 2개를 준비해 달걀물을 나눠 부어 주세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/5b38de729720f35f49e5ff053b2b90951.jpg'}, {'step_number': 7, 'description': '안전하게 사용할 수 있는 pp용기라 전자레인지 사용 가능한 통조림 용기입니다 용기 라벨은 꼭 제거해 주셔야 해요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/4f7faae93e9fe4eb3715ff46a56657bc1.jpg'}, {'step_number': 8, 'description': '전자레인지에 넣고 10분 정도 돌려 주세요~돌리는 중간 꺼내 한번씩 저어 주면 빨리 익고 전자레인지 사양에 따라 돌리는 시간은 조절해 주세요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/f779c16cc41baf960e2ab1718f93ace01.jpg'}, {'step_number': 9, 'description': '햄은 미니 꽃모양틀로 찍어 두고 부추는 짧게 잘라 두세요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/c0accee80be96354fcee98662cb7804c1.jpg'}, {'step_number': 10, 'description': '전자레인지에서 꺼낸 우유계란찜입니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/17c021e49d326fe6535cb0506dc5ea181.jpg'}, {'step_number': 11, 'description': '햄꽃 올리고 가운데 케첩 약간 짜주고 부추로 줄기 표현해 주면 예쁜 우유달걀찜 완성입니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/07/11/45127ab94c84c9c3d41ad6725a76fe911.jpg'}]"
8696,밑반찬,일상,달걀/유제품,찜,보들보들 푸딩 같은 달걀찜 쉽게 만드는 방법,달걀찜,"1,064",30분 이내,아무나,4인분,"[('달걀', '170g'), ('다시마육수', '150ml'), ('양파                                                                                또는 양배추', '약간'), ('당근', '2cm'), ('애호박', '2cm'), ('파', '2cm'), ('국간장', '1밥숟갈'), ('소금', '1/2티스푼'), ('참기름', '1밥숟갈'), ('설탕', '2꼬집')]","온가족이 함께 먹기 좋은 담백하고 부드러운 달걀찜이에요. 남은 건 냉장고에 뒀다가 다음 날까지 드셔도 괜찮은 반찬이어서 추천 드려요. 시간도, 재료도 없다~ 하시면 물, 계란, 파만 준비하시면 됩니다^^","[{'step_number': 1, 'description': '다시마 육수를 준비해 주세요육수 없이 맹물로 하셔도 괜찮습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/9060485e6612bafdee5e71a8e875db561.jpg'}, {'step_number': 2, 'description': '다양한 색감의 자투리 채소를 활용해 주세요. \n.채소가 없으시면 다른 건 다 빼도 파는 조금 다져넣어 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/aab41f12cdcd43fd17f0c0d4bdc957841.jpg'}, {'step_number': 3, 'description': '양파 작은 거 1/3개, 애호박과 당근은 2cm 1토막을 잘게 다져 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/6b0769dd21b6af948dfe872ecbca23251.jpg'}, {'step_number': 4, 'description': '저는 작은 초란 4개를 사용했는데 (중량 170g) \n특란 이상의 크기라면 3개만 사용해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/c9af4d0185239cc189831f623a92fc621.jpg'}, {'step_number': 5, 'description': '달걀을 잘 풀어준 후 채망에 걸러 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/7969e953b82cb46ce2e7dec03fd301951.jpg'}, {'step_number': 6, 'description': '다시마 육수와 다진 채소를 넣고 국간장, 참기름, 소금 간을 해 주세요. 참기름은 1/3밥숟갈 남겨 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/a2facad42a7802537b23d7aaee00a1481.jpg'}, {'step_number': 7, 'description': '내열 유리 용기에 남긴 참기름으로 기름칠을 해 주세요.내열유리용기 640ml 사용하였습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/c9415e216e8f538feff3a9349b4cdba31.jpg'}, {'step_number': 8, 'description': '찜기에 올려 냄비 뚜껑을 덮고 20분간 쪄주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/13095d58c2fe84d0a850c2db21a0d3741.jpg'}, {'step_number': 9, 'description': '불을 끈 후 5분간 뜸을 들인 후 뚜껑을 열어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/dcf388e741611a18311880b876bccbac1.jpg'}, {'step_number': 10, 'description': '한김 식은 달걀찜을 뒤집어서 부어 주세요. \n*저는 너무 성급하게 부어 버려서 모양이 좀 망가졌어요^^;', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/a280cad56300be3f3c6a9a29a4202dd31.jpg'}, {'step_number': 11, 'description': '뜨거워도 식어도 맛있는 보들보들한 달걀찜~\n큼직하게 썰어 맛있게 드세요:)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/04/6ac503216f7a1b7aab5368034fe8505a1.jpg'}]"
8697,밑반찬,일상,달걀/유제품,찜,당근 듬뿍~ 계란찜 급식계란찜 중탕계란찜,당근계란찜,"2,792",30분 이내,초급,3인분,"[('계란', '6개'), ('당근', '1/2개'), ('다시마', '1조각'), ('물', '150ml'), ('소금', '2작은술'), ('설탕', '1작은술'), ('맛술', '1큰술'), ('참기름', '1큰술')]",식감이 좋고 맛있는 계란찜이예요. 당근을 반개나 다져서 넣었는데 당근이 익으니 달고 맛있어요~ . 밥반찬 도시락 반찬 으로도 좋습니다.,"[{'step_number': 1, 'description': '물 150ml 에 다시마 한조각 넣어둡니다. \n다시마 없으면 그냥 생수나 간이안된, 다른 육수를 사용합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/b78d23f71ef4f6000ca3982ccd1ad5c81.jpg'}, {'step_number': 2, 'description': '\ufeff당근 반개를 최대한 작게 다집니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/14ed05c1327cddf3c79ece68945e0ebf1.jpg'}, {'step_number': 3, 'description': '\ufeff계란 6개, 소금 2작은술(계란크기에 따라조절), 설탕 1작은술, 맛술 한큰술 넣고 충분히 저어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/4a5bb0e73117a72729331b4a8772cb211.jpg'}, {'step_number': 4, 'description': '\ufeff내열유리 용기에 참기름을 충분히 골고루 발라줍니다.\n그래야 나중에 계란찜이 잘 떨어져요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/3054de4701387a9c7e4e96b868d78ad91.jpg'}, {'step_number': 5, 'description': '\ufeff용기의 3분의 2정도만 계란물을 붓고 비닐랩을 씌운 후 젓가락을 이용하여 구멍을 여러개 냅니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/51eec970a3d7b72d794ff360e5e70f001.jpg'}, {'step_number': 6, 'description': '\ufeff냄비에 물을 붓고 받침위에 계란물을 올려요.\n뚜껑을 닫고 가스불을 중불에 놓고 바로 25분으로 알람설정.\n물이 팔팔 끓으면 약불로 변경해요.\n\ufeff', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/f88d6948f40271d0db117be6cb9b64d41.jpg'}, {'step_number': 7, 'description': '알람울리고 조금 뜸들였어요. 먹기좋게 잘라요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2023/01/19/7c72246f6c88e73c859ef1a7c5b39d9e1.jpg'}]"
