index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
30184,메인반찬,일상,해물류,굽기,"밥반찬, 술안주에도 잘어울리는 고등어 고갈비",None,"43,678",None,None,None,[],,[]
30185,메인반찬,일상,해물류,굽기,"♪ 더위를 이겨주는 보양요리, 두가지양념 장어구이",장어구이,"31,450",90분 이내,중급,2인분,"[('바다장어 (붕장어)', '4마리'), ('생강', '3쪽'), ('양파', '1개'), ('간장', '1숟가락'), ('물', '1/2컵'), ('3배식초', '1/2~2/3숟가락'), ('설탕', '1/2숟가락'), ('참기름', '약간'), ('청주', '1/2컵'), ('소금', '1/3숟가락'), ('간장', '4~5숟가락'), ('생강즙', '2숟가락'), ('생강맛술', '2숟가락'), ('생강 담구었던물', '3숟가락'), ('물엿', '2숟가락'), ('간장', '4~5숟가락'), ('청양고추장', '1.5숟가락'), ('고추가루', '1숟가락'), ('생강즙', '2숟가락'), ('생강맛술', '2숟가락'), ('생강 담구었던물', '3숟가락'), ('물엿', '2숟가락')]","이번에는 더 덥다고 하니 불을 많이 쓰는 요리보다는 불을 적게 쓰고 확실한 보양이 되는 장어요리를 준비하였답니다. 그 이름하여 더위를 이겨주는 보양식, 두가지 양념으로 맛을낸 장어구이랍니다. 생강즙을 넉넉히 넣어 생강즙이 넉넉히 들어간 간장 데리야끼소스 과 매콤한 고추장소스를 만들었답니다 이 더운 여름 확실하게 보양되는 장어요리 중복요리로 추천합니다.","[{'step_number': 1, 'description': '꽁꽁얼어 있는 장어는 흐르는 물에 씻어준비를 하고,\n청주에 소금을 약간 넣어 장어에 뿌려서 냉장고에 넣어 해동을 해주세요.', 'image_url': None}, {'step_number': 2, 'description': '해동이 다 되면 종이타올을 이용하여 수분을 닦아주고 껍질쪽에 칼집을 넣어준다.\n* 칼집을 넣지 않으면 장어가 익으면서 오징어처럼 돌돌 말린답니다.', 'image_url': None}, {'step_number': 3, 'description': '건조기가 있으면 건조기에 넣어 꾸들꾸들 말려주시고,\n없으면 선풍기 바람에 꾸둘하게 말려주세요.\n(오븐에도 낮은 온도를 사용하여도 된다.) 꾸둘꾸둘 말리는 과정을 하면 장어구이가 꼬돌꼬돌 맛있답니다.오븐', 'image_url': None}, {'step_number': 4, 'description': '장어가 마르는 동안 나머지 재료를 준비하여 주세요.\n생강은 저며썰어 가늘게 채를 썰어 찬물에 흔들어 건져주세요.\n(담구었던 물은 소스를 끓일때 사용)', 'image_url': None}, {'step_number': 5, 'description': '장어와 함께 먹을 즉석 양파 초절임을 만들어 주세요.', 'image_url': None}, {'step_number': 6, 'description': '소스에 넣을 생강은 곱게 다져서 면주머니에 싸서 짜서 생강즙을 받아주세요.', 'image_url': None}, {'step_number': 7, 'description': '이렇게 준비한 재료들을 이용하여 두가지 소스를 만들어 주세요.\n소스재료를 다 섞어서 약한불에서 바글바글~ㅎㅎ\n소스 원재료의 양이 반이상 조려서 되직하게 끓여주세요.', 'image_url': None}, {'step_number': 8, 'description': '그 동안에 장어가 수분기가 없이 잘 말라졌답니다.\n장어에 있는 수분이 날라간 정도, 장어꼬리 부분은 조금 더 마른상태랍니다.', 'image_url': None}, {'step_number': 9, 'description': '마른장어에 참기름을 발라서 오븐에 넣어 구워주세요.', 'image_url': None}, {'step_number': 10, 'description': '다 구어진 장어는 먹기좋게 잘라 소스를 발라 접시에 담아주면 된답니다.\n* 양념을 바른뒤에 다시한번 구워서 양념을 덧칠하면 색도 이쁘고 맛이 더 고돌꼬돌하니 맛있답니다.', 'image_url': None}]"
30186,메인반찬,일상,해물류,굽기,고등어구이,고등어구이,"8,167",30분 이내,초급,2인분,"[('고등어', '1/2마리'), ('가쓰오다시육수', '4큰술'), ('간장', '2큰술'), ('청주', '2큰술'), ('설탕', '2큰술'), ('레몬                                                                                선택', '약간')]",누구나 먹기에 좋은 달콤한 데리야끼소스 고등어구이입니다.,"[{'step_number': 1, 'description': '팬에 가쓰오다시육수,간장,설탕,청주를 넣고 센불에서 소스가 1/3정도가 될때까지 끓여졸여주세요 걸죽하게 물엿상태가 되면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/726e019bcd658ecef606cb61c8297ac81.jpg'}, {'step_number': 2, 'description': '고등어 반마리를 깨끗하게 씻어 물기제거후에 등쪽에 칼집을 넣어 주신후에 데리야끼소스를 앞뒤로 골고루 발라주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/6e03e8ac2d5e7d7772847335ca888a8e1.jpg'}, {'step_number': 3, 'description': '그릴에 올려 등쪽을 먼저구운다음에 뒤집어서 구운후에 소스를 덧바르면서 구워주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/d58e1ef17c83993c70659ad295b780cb1.jpg'}, {'step_number': 4, 'description': '노릇노릇하게 구워지면 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/30/3c2c0502d6ab70524ebc76df8168ed5e1.jpg'}]"
30187,메인반찬,일상,해물류,굽기,주말별식 간단 데리야끼소스 장어구이,장어데리야끼구이,"24,591",15분 이내,초급,2인분,"[('장어', '1마리'), ('소금', '약간'), ('후추', '약간'), ('맛술', '약간'), ('간장', '3숟가락'), ('맛술', '3숟가락'), ('물', '3숟가락'), ('조청', '2숟가락'), ('설탕', '1숟가락'), ('생강가루', '0.5숟가락'), ('대파 흰부분', '1/2대'), ('마늘', ''), ('장어뼈                                                                                끓는 물에 살짝 데친', '1마리')]",윤기 좌르르 흐르는 간단 데리야끼소스 장어구이입니다~,"[{'step_number': 1, 'description': '깨끗하게 손질한 장어는 소금.후추.맛술을 약간 뿌려 잡내를 제거해 주세요. 냄비에 간장, 맛술, 물, 조청, 설탕, 생강가루, 대파, 마늘, 장어뼈를 넣고 10분 가량 끓인 후 체에 걸러 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/28/3374f6339ea91d68fdff8b7aa0ece86a1.jpg'}, {'step_number': 2, 'description': '달군 팬이나 석쇠에 장어를 앞. 뒤로 노릇하게 구워 주세요. 장어가 어느 정도 익으면 미리 만들어 놓은 소스를 골고루 발라 충분히 익혀 주고 마무리~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/28/4ca1c748a2221347dd9fa29d230a04981.jpg'}, {'step_number': 3, 'description': '데리야끼소스 장어구이 완성~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/28/0fa16ea880fb41824bc6a3cfdc20448c1.jpg'}]"
30188,메인반찬,일상,해물류,굽기,카레감자 새우구이,새우구이,"6,003",2시간 이상,초급,4인분,"[('새우', '15마리'), ('감자', '1개'), ('양파', '약간'), ('우유', '1/4컵'), ('모짜렐라치즈', '1/2컵'), ('건파슬리가루', '약간'), ('카레가루', '1큰술'), ('소금', '0.5작은술')]",고소하고 부드러운 카레감자 새우구이 소개합니다~,"[{'step_number': 1, 'description': '팩에서 꺼낸 새우살을 실온에서 2시간 정도 해동한 다음 머리와 수업, 다리 등을 가위로 잘라내고 새우 등 쪽을 반 갈라 펼쳐놓고 등쪽의 내장도 제거합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/540737c02c25925bf8ec20236f868a6f1.jpg'}, {'step_number': 2, 'description': '감자 한 개를 전자렌지에서 익힌 후 으깨고 양파를 다져넣고 소금과 카레가루, 우유를 넣어 잘 개어줍니다.전자레인지', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/b291cb0b8059d170d9c739ac79d69c601.jpg'}, {'step_number': 3, 'description': '반 갈라놓은 새우살 위에 섞어둔 감자를 올리고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/0df242009cc543b635c67691e978e7901.jpg'}, {'step_number': 4, 'description': '위에 모짜렐라치즈를 얹어 190도 컨벡션 오븐에서 20분간 구워냈어요. 중간에 앞 뒤 위치를 바꾸어서 구워야 골고루 노릇하게 잘 구워집니다.오븐', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/ab1330fa7e3bd8c25872b93e063528771.jpg'}, {'step_number': 5, 'description': '카레향이 솔솔 나는 카레감자 새우구이가 완성되었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/0bc94feee808cf46d86b4c64aba577031.jpg'}, {'step_number': 6, 'description': '감자가 올려져있어서 고소하고 부드럽답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/c796b498d1b5a676b54820b838ea1aab1.jpg'}]"
30189,메인반찬,일상,해물류,굽기,전어구이,None,"4,258",None,None,None,[],,[]
30190,메인반찬,일상,해물류,굽기,장어구이,None,"16,581",None,None,None,[],,[]
30191,메인반찬,일상,해물류,굽기,굴비구이,굴비구이,"2,093",30분 이내,아무나,3인분,"[('굴비', '3마리'), ('식용유', '약간')]",이런저런 반찬을 해놔도 식탁이 허전해 보이는 때가 있는것 같아요. 그럴때 굴비구이 한두마리면 왠지 식탁이 꽉찬 기분이 드는건 저뿐인가요~ 가족들 모두 좋아하는 밥반찬이기도 하구요 제사나 명절때 꼭 필요한 생선이기도 하구요 그래서 늘 굴비는 가족들에게 환영받는 찬이 아닐까 싶어요.굴비로는 여러 밥반찬이 가능하지만 그 중 굴비구이는 만들기도 간단하고 굴비의 참맛을 그대로 느낄 수 있어서 제가 좋아하는 밥반찬 중 하나에요. 굴비구이 한마리면 밥 한그릇은 뚝딱~! 요즘 식탁에 꼭 빠지지 않고 오르는 찬 중 하나인 굴비구이~! 굴비손질법부터 굽는법까지 맛있게 구워봐요~,"[{'step_number': 1, 'description': '굴비를 준비합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/7061100449b1faa6d1d316a0b0550acf1.jpg'}, {'step_number': 2, 'description': '굴비구이를 위해선 간단한 굴비손질이 필요해요. 먼저 가위로 지느러미를 잘라 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/100e24d158980330cc51720e8497ece41.jpg'}, {'step_number': 3, 'description': '등지느러미와 옆, 배쪽과 꼬리쪽 지느러미를 잘라요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/c7067b21a59d8e915756f7e56c8ba1c91.jpg'}, {'step_number': 4, 'description': '그런 후 칼등으로 꼬리부터 머리쪽으로 쓱쓱 긁어 비늘을 제거합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/9c3cc8e2466f1e66b3bfcc2ff18b1bb61.jpg'}, {'step_number': 5, 'description': '그런 후 아가미쪽으로 내장을 빼냅니다. 이 과정은 안해도 상관없지만.. 해두면 굴비를 좀 더 깔끔하게 먹을수 있어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/1e0d1afbdb82b359890074da6227bb441.jpg'}, {'step_number': 6, 'description': '그런 후 아가미쪽으로 물이 들어가지 않게 살살 씻어주면 굴비손질 끝. 아가미쪽으로 물이 들어가면구울때 물이 많이 튀기도 하지만.. 간이 약해지니까 조심스럽게 씻어줍니다. 그런 후 키친타월로 물기를 제거해주면 구울때 기름이 튀지 않아서 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/66e5795f31591a56cae85d99f6f981761.jpg'}, {'step_number': 7, 'description': '그리고 기름 넉넉히 두른 팬이 달궈지면 한마리씩 팬에 올려 구워줍니다. 처음엔 강불에서 굽다가 시간이 조금 지나면 중불과 약불에서 구워요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/e29019cd87c602fc37a6654afbc60eb91.jpg'}, {'step_number': 8, 'description': '아무래도 수분이 있다보니까 팬에 구우면 기름이 여기저기 많이 튀어요~ 그때는 요렇게 신문이나 뚜껑 혹은 저처럼 에어프라이어용 종이호일을 덮어두면 참 편리하더라고요. 다 사용 후 종이호일만 버리면 되니까 뒷처리도 편리하고 생선구이 해먹는게 훨씬 편해져요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/333a27c33a60800e102d26997cbad74c1.jpg'}, {'step_number': 9, 'description': '어느정도 튀는 소리가 자작해지면 굴비를 뒤집어 줍니다. 굴비는 자주 뒤집으면 살이 부서지니까 자주 뒤집지 말고 한면이 다 익었을때 한번에 뒤집으면 좋아요~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/2ea5fa5452fc51ee03b64e08a6a635f81.jpg'}, {'step_number': 10, 'description': '굴비 양면이 노릇노릇해지면 다 구워진거에요. 굴비구이는 따뜻할때 먹어야 제맛이죠~ 굴비 구울때 밥상 차려놓으면 굴비구이 완성 된 후 바로 먹을 수 있어서 좋아요~!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/03/24/6e02c37c304b460a4e69f948cfa1405b1.jpg'}]"
30192,메인반찬,일상,해물류,굽기,가자미 구이! 매콤한 양념으로 가장 맛있게 먹는 법!,가자미구이,"2,415",15분 이내,아무나,3인분,"[('가자미', '2~3마리'), ('쪽파', '3개'), ('청양고추', '2개'), ('홍고추', '1개'), ('전분가루', '약간'), ('다진마늘', '1T'), ('진간장', '3T'), ('국간장', '1T'), ('맛술', '2T'), ('고추가루', '1.5T'), ('매실청', '2T'), ('깨소금', '1T'), ('참기름', '1T')]",가자미는 비교적 손질이 쉽고 비린내가 없는 생선이라 생선을 싫어하는 사람도 조림이나 구이를 하면 맛있게 먹을 수 있는 생선이 아닌가 합니다.,"[{'step_number': 1, 'description': '가자미는 머리와 내장을 제거하고 비늘과 지느러미도 깔끔히 제거하고 깨끗이 씻어 등에 칼집을 몇 군데 넣어 소금으로 살짝 간을 해줍니다. 소금 간이 되어 있는 손질된 가자미는 그대로 사용하시면 됩니다.\n굽기 전에 수분을 최대한 제거해주세요. 키친타월을 사용하시면 편해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/e6771304f2e527c396b5a2e121916af91.jpg'}, {'step_number': 2, 'description': '고추와 파, 그리고 마늘은 곱게 다져서 준비해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/80b83b18040e2b7b5ff3fd8697dbc3b41.jpg'}, {'step_number': 3, 'description': '다진 재료에 분량의 양념 재료 넣고 양념을 만들어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/643e457e2daab46beb704b5365d00ee51.jpg'}, {'step_number': 4, 'description': '손질한 가자미는 키친타월로 물기를 닦아줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/68f2db63d46b3990abf584ca1137ed0d1.jpg'}, {'step_number': 5, 'description': '전분가루나 부침가루를 얇게 입혀주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/3b0063dfa995f16cba0e3baa6c32cae81.jpg'}, {'step_number': 6, 'description': '기름을 넉넉히 두른 팬에 중간 불로 구워줍니다.\n여러 번 뒤집지 말고 노릇 해지면 뒤집어 구워줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/25148863736c675b89e3438ab8ad368a1.jpg'}, {'step_number': 7, 'description': '가자미는 다른 생선에 비해 얇아서 빨리 익기 때문에\n양념장만 만들어 두면 먹기 직전에 상차리면서 구워서\n바로 먹을 수 있어서 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/af4654d264df67ee97cf088ecc007db71.jpg'}, {'step_number': 8, 'description': '양념을 따뜻할 때 얹어서 드시면 비린내도 없고 너무 맛있어요.\n오늘도 맛있는 하루 보내세요!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/04/04/6bc7748c1bf3929a2adea2283c7b70e71.jpg'}]"
30193,메인반찬,일상,해물류,굽기,특별한 양념 고등어 구이:고갈비,고등어구이,"1,669",20분 이내,아무나,2인분,"[('고등어', '1마리'), ('밀가루', ''), ('간장', '2큰술'), ('고춧가루', '2큰술'), ('맛술', '2큰술'), ('올리고당', '2큰술'), ('다진마늘', '1/2큰술'), ('후춧가루', '약간'), ('참기름', '1큰술'), ('통깨', '1큰술'), ('다진파', '4큰술')]","등푸른 생성 고등어가

몸에 좋은건 다 아시죠?

그런데 문제는 비린냄새!


오늘은

고등어의 비린냄새를 잡아

맛나게 즐기는

양념 고등어 구이 :고갈비

만들었습니다.","[{'step_number': 1, 'description': '손질된 고등어에\n밀가루 옷을 입혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/33d33ad3d01b73a651c20ae2624dc6f41.jpg'}, {'step_number': 2, 'description': '살쪽으로 꼼꼼하게\n밀가루를 묻혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/2d898945158c3bee0ceebfc61d4d7cbd1.jpg'}, {'step_number': 3, 'description': '가열된 팬에 식욕유를 넉넉히 두르고\n고등어의 살쪽면을 바닦으로 놓고 노릇하게 튀기듯 구워줍니다.\n중불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/e2fa842de547d6a5455055b6f0a8a81f1.jpg'}, {'step_number': 4, 'description': '고등어를 뒤집은 후에는', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/fa420ef44c707687f6d574e0ada2dbf11.jpg'}, {'step_number': 5, 'description': '중약불에 놓고\n뚜껑을 닫아 속살까지 촉촉히 익혀줍니다.중약불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/1d6e557350cb4e6580ca9d64d050194e1.jpg'}, {'step_number': 6, 'description': '간장 2큰술\n고춧가루 2큰술\n맛술 2큰술\n올리고당(또는 설탕) 2큰술\n다진마늘1/2큰술\n후춧가루 약간\n참기름 1큰술\n통깨 1큰술\n다진파 4큰술', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/8a3e260d6d9b76992ea59a9b29b4cf511.jpg'}, {'step_number': 7, 'description': '고등어의 살쪽을 윗면으로 접시에 담고\n양념장을 골고루 발라줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/16478efb2dc11a9ecd4aba7d66cea1c91.jpg'}, {'step_number': 8, 'description': '빨간색과 초록색 고명으로는\n빨간 파프리카와 잔파를 잘게 다져서 올려주었습니다.\n매운맛 러버시라면\n\n매운 홍고추와 초록고추를 다져서 올리면\n\n매콤한 맛이 매력적이겠죠?\n\n\u200b', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/cd91543a48d354326100d449344a7a6f1.jpg'}, {'step_number': 9, 'description': '양념 고등어 구이:고갈비\n한점 크게 뜯어서\n뜨끈한 밥위에 올려\n입속으로 쏘옥~~~\n음!!!!\n밥 도 둑 인정합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/26fd80bcd39f4e3a2a34a0973754e8321.jpg'}, {'step_number': 10, 'description': '깻잎에 쌈싸먹어도\n찐맛!!!!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/99dbf9323a8cec2fd21d10d8f9c827bf1.jpg'}, {'step_number': 11, 'description': '뼈째 뜯는 맛은\n정말이지 매력돋아요~\n그래서\n고갈비라 부른다는...', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/09/06/0ae5ff63a3d9c71bd0e1e9e073626a021.jpg'}]"
