index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
23048,메인반찬,일상,닭고기,끓이기,여러 실패를 거듭해 결국 정착한 닭도리탕 레시피,None,"3,974",60분 이내,초급,2인분,"[('닭고기 정육', '400g'), ('후추', '약간'), ('우유', '1컵'), ('대파', '1대'), ('감자', '2개'), ('당근', '1/2개'), ('양파', '1/2개'), ('매운고추', '2개'), ('깨', '약간'), ('진간장', '4큰술'), ('고추장', '2큰술'), ('고춧가루', '2큰술'), ('올리고당', '3큰술'), ('미림', '2큰술'), ('다진마늘', '1큰술'), ('다진양파', '1/2개'), ('소고기다시다', '1/2큰술'), ('후추', '적당량'), ('물', '300ml')]","닭도리탕.. 이렇게도 저렇게도 만들어 봤는데요
전 그래도 고추장 좀 들어가고 살짝 단맛이 도는 닭도리탕이 제일 좋더라구요!","[{'step_number': 1, 'description': '저는 뼈없는 닭을 좋아해서\n닭다리살 정육을 주로 사용합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/b49d71b1b3822dd8cce16a1e569a01791.jpg'}, {'step_number': 2, 'description': '닭고기를 먹기 좋은 크기로 잘라줍니다.닭고기 정육 400g', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/621f339bda40f55fe9284180ece1dd3f1.jpg'}, {'step_number': 3, 'description': '저는 냉장고에 좀 오래 보관한 고기라서\n후추 살짝 뿌리고 우유에 담궈놨습니다.\n뼈 없는 닭고기는 싱싱하면 굳이 이 과정 거치지 않아도 될것같아요!우유 1컵(선택사항), 후추 약간(선택사항)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/f76d517e67d9db2b8d639e05f9d30d921.jpg'}, {'step_number': 4, 'description': '고기를 재워놓고 재료를 준비했습니다.\n양파 반개는 다지고 반개는 큼직하게 썰어줬습니다.\n대파도 4~5cm정도로 크게\n당근, 감자 깍둑썰고 고추 적당한 크기로 썰어줬습니다.양파 반개, 다진양파 반개, 대파 1대, 당근 반개, 매운고추 2개, 감자 작은거 2개', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/eeb6f39564dad2bc5b6b9b52270d15291.jpg'}, {'step_number': 5, 'description': '다진 양파는 양념장 재료입니다.\n작은 볼에 담아주고요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/f59f1cf58221116335885935e2a6bef81.jpg'}, {'step_number': 6, 'description': '고춧가루 2큰술, 진간장 4큰술, 올리고당 3큰술, 미림 2큰술, 고추장 2큰술, 소고기 다시다 반큰술, 후추 약간, 다진마늘 1큰술 넣고 잘 섞어줍니다.고춧가루 2큰술, 진간장 4큰술, 올리고당 3큰술, 미림 2큰술, 고추장 2큰술, 소고기 다시다 반큰술, 후추 약간, 다진마늘 1큰술고춧가루는 고운것보다는 살짝 굵은게 좋습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/529ce1314fb0af8b76eab20f17c6b5001.jpg'}, {'step_number': 7, 'description': '재워놨던 고기를 잘 씻어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/1f29b5a46cb588cee118782946608e791.jpg'}, {'step_number': 8, 'description': '고기와 양념장, 물 300mL를 넣고 끓여줍니다.물 300mL, 닭고기, 양념장강불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/cbef00588be28dcc547b9eb445f23d621.jpg'}, {'step_number': 9, 'description': '끓어오르면 당근과 감자를 먼저 넣고\n5분간 끓여줍니다.당근, 감자강불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/c2c8be938595e1032c41ecfbbf1cc1791.jpg'}, {'step_number': 10, 'description': '양파를 넣고 살짝 숨이 죽을때까지 끓여 준 다음양파강불', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/3fb93695558146bc668f537b3782c64b1.jpg'}, {'step_number': 11, 'description': '대파와 고추를 넣고 불을 끈 다음\n잘 섞어주면 끝입니다!대파, 고추', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/d1069ec319ec3ac7a9b7c5c135d6eb521.jpg'}, {'step_number': 12, 'description': '깨(선택사항)를 살짝 뿌려주면 완성!깨(선택사항)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/06/03/ea7faad956529feddbcc795a619af4fc1.jpg'}]"
23049,메인반찬,일상,닭고기,끓이기,닭간장조림 만드는법- 딸에게# 닭볶음탕 안매운 간장버전~,None,"3,355",None,None,None,"[('볶음탕용 닭', '1팩'), ('닭다리', '1팩'), ('양파', '1개'), ('당근', '조금'), ('감자', '1개'), ('설탕', '1숟가락'), ('물엿', '1숟가락'), ('마늘', '1숟가락'), ('간장', '4~5숟가락'), ('후추', '톡톡'), ('참기름', '약간'), ('통깨', '약간')]",,[]
23050,메인반찬,일상,닭고기,끓이기,이번년도 BEST 3 음식 신전떡볶이 떡도리탕 강남역 떡도리탕 가지마세요. 집에서 만들어 보세요.,None,"3,873",30분 이내,아무나,2인분,"[('닭 볶음탕용', '1팩'), ('비엔나소세지', ''), ('떡볶이떡', ''), ('물', '1L'), ('간장', '6스푼'), ('고추가루', '4스푼'), ('설탕', '2스푼'), ('올리고당', '2스푼'), ('카레가루', '4스푼'), ('고추장', '5스푼'), ('맛술', '2스푼'), ('후추', '톡톡')]","오늘은 떡도리탕 레시피 가지고 왔는데요.
요즘 또간집 보시나요?? 유튜브에서 ㅋㅋㅋㅋ 저는 너무 재밌게 봤어요.
강남역 떡도리탕 완전 핫하잖아요.
가면..웨이팅 장난 아니거든요.
집에서 만들어 보세요 진짜 후회 안합니다...ㅎ.ㅎㅎㅎㅎ","[{'step_number': 1, 'description': '닭을 한번 씻어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/6ba71cbc434996c8b55e293badce9ce61.jpg'}, {'step_number': 2, 'description': '뜨거운 물에 5분 정도 삶은 후 찬물로 씻어주세요.이렇게 해야 불순물 없어집니다!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/eef6c343bba482d7287536aab730f9171.jpg'}, {'step_number': 3, 'description': '간장 6스푼, 고추가루 4스푼, 설탕 2스푼, 올리고당 2스푼, 카레가루 4스푼, 고추장 5스푼, 맛술 2스푼, 후추 톡톡\n모든 소스 넣고 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/5f423e3bc7ce872a38ee62bd36101ee81.jpg'}, {'step_number': 4, 'description': '물 1리터넣고 닭, 양념장 넣어주세요.저는 만개의육수 사용했는데요 없으시면 물만 넣으세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/dbb913f2709cdb4dcfa87f25da43fb1f1.jpg'}, {'step_number': 5, 'description': '떡 넣으시구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/98f5f967fee1b980fb1d0c2733e288d01.jpg'}, {'step_number': 6, 'description': '넣고 싶은 사리들 싹다 넣어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/1e72533d41c95900bf121c5d2ad612c21.jpg'}, {'step_number': 7, 'description': '후추 톡톡 뿌리고 15분 끓여주세요.쎈불로 15분 입니다.뚜껑 닫아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/5e312ce94c1e6324d6e747eac395d3481.jpg'}, {'step_number': 8, 'description': '15분 더 끓여주세요.총 30분!!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/09/06/556d48a2bc00f9622a10768cab08a9d71.jpg'}]"
23051,메인반찬,일상,닭고기,끓이기,얼큰닭볶음탕 만들기,None,"3,500",30분 이내,아무나,3인분,"[('토종닭', '1마리'), ('소주', '4술'), ('양파중', '2개'), ('감자중', '3개'), ('대파', '1줄'), ('홍고추', '2개'), ('진간장', '5큰술'), ('고추장', '1술'), ('고추가루', '4술'), ('설탕', '2술'), ('맛술', '2술'), ('다진마늘', '2술'), ('생강가루', '1t'), ('후추', '약간'), ('참기름', '2술')]","초복 가장 덥다는 삼복중 어제가 초복 이래요
닭볶음탕 만들어 봤어요","[{'step_number': 1, 'description': '토종닭1마리 손질해 가져 왔어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/b79d3cfc7daffd60a70cc4e7c9e8d3641.jpg'}, {'step_number': 2, 'description': '닭이 잠길만큼 냄비에 물을 담아 끓으면 닭을 넣고 소주 3큰술을 넣어 데쳐낸뒤에 \n흐르는물에 깨끗하게 씻어 준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/69f58f7f5e3e9c1c03e8cb8a3a4435341.jpg'}, {'step_number': 3, 'description': '양파 중2 감자 중3개 좋아하면 추가해도 좋아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/e22388f3858e096d290df957403ef6921.jpg'}, {'step_number': 4, 'description': '손질된 닭위에 감자 양파를 넣어 준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/f445bcab7f51ce8ca5cadf04d175a43c1.jpg'}, {'step_number': 5, 'description': '대파도 굵게 잘라 넣어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/696c93cef1f5b63d7a2533a798cd0e2b1.jpg'}, {'step_number': 6, 'description': '분량의 양념 넣어주고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/c8ddbc8d03b74e534064104b1d986ff41.jpg'}, {'step_number': 7, 'description': '물1컵을 부어 섞어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/dbd7d81f3a0c558aa363142d3bd2d6a61.jpg'}, {'step_number': 8, 'description': '손질된 닭위에\n양념을 부어준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/60a3f259c04bc029b40f1a413ac737351.jpg'}, {'step_number': 9, 'description': '토종닭은 일반닭보다 질겨 3~~40분이상 끓여준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/12/878142ef67bf5c1369cbd0e6ec72c9161.jpg'}]"
23052,메인반찬,일상,닭고기,끓이기,한방영계백숙 레시피 :: 더운 날씨 몸보신 하기 딱!,한방영계백숙,"1,067",60분 이내,초급,1인분,"[('마늘', '50g'), ('영계 닭', '2마리'), ('대파', '40g'), ('물', '1.2L'), ('보쌈 육수 소스', '1봉'), ('통후추', '')]","점점 더워지는 날씨~
몸보신에는 백숙이 제격!","[{'step_number': 1, 'description': '깔끔한 맛을 내기 위해\n영계의 꽁지와 기름을 제거해줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/13/3b105d99bbe58a2823dab0ef4f79db751.jpg'}, {'step_number': 2, 'description': '물, 대파, 통후추, 마늘,\n보쌈육수소스, 닭을 차례대로 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/13/998c6186f1ffe25f1434a4f7a1a4bcb51.jpg'}, {'step_number': 3, 'description': '40~50분 정도 푹 익혀주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/13/a201d19a000a7e42bf0879c0cb4fc3f51.jpg'}, {'step_number': 4, 'description': '닭이 완전히 익으면 그릇에 담아줍니다.\n부추는 아삭한 식감이 살아나도록\n육수에 데친다는 느낌으로\n살짝 숨만 죽여 닭 위에 올려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/13/7da95959b90df7b8cef1d61e397b6beb1.jpg'}, {'step_number': 5, 'description': '진한 국물 맛이 일품인 한방영계백숙이\n완성 되었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/13/26e589da6c48b0f280c15c3045b3d6e01.jpg'}]"
23053,메인반찬,일상,닭고기,끓이기,백종원 닭볶음탕 믿음가는 레시피,None,"4,147",30분 이내,아무나,2인분,"[('닭', '1마리'), ('당근', ''), ('양파', '1/2개'), ('새송이버섯', '1개'), ('대파', '1/2개'), ('설탕', '3큰술'), ('물', '5컵'), ('간장', '130ml'), ('고춧가루', '6큰술'), ('다진마늘', '1큰술')]",백종원 닭볶음탕은 믿고 요리하는 레시피 입니다. 닭볶음탕은 저녁메뉴로 좋을 뿐만아니라 손님 상차림에도 잘어울리는 요리입니다. 닭볶음탕 집에서 만들어 먹기는 쉽지 않은 레시피이죠 일단 닭볶음탕은 생닭을 사다 여러 가지 야채와 양념이 준비되어 있어야 하는데요 일단 재료 준비부터 지칠 때가 많아요 이것저것 재료 손질에 재료 양념 준비하다 보면 음식이 만들기도 전에 지치더라고요 백종원 닭볶음탕은 실패 없이 만들 수 있는 레시피라고 할 수 있어요 이대로만 따라 한다면 문제없는 닭볶음탕 레시피 알려드릴게요,"[{'step_number': 1, 'description': '[생닭 손질하기] 생닭은 내장을 제거하고 깨끗하게 손질해주세요 내장이 들어가면 쓴맛이 날 수 있으니 닭 손질에 신경을 써야 하는데요 생닭을 만져서 손질하기는 쉽지 않은 거 같아요 닭다리는 너무 크다 싶으면 칼집을 넣어 양념이 잘 베일수 있게 만들어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/5d57cf75f3dac0a84d7a2704844a8b871.jpg'}, {'step_number': 2, 'description': '[야채 썰기] 대파는 크게 썰어주시고 양파와 감자는 네모로 썰어주세요 당근도 큼직하게 썰어주시고 새송이도 큼직하게 썰어주세요 닭볶음탕을 만들 때 감자와 당근은 모서리 부분을 둥글게 해서 손질해주는 것이 좋은데요 귀찮을 때는 패스할 때가 많더라고요대파 손질법 레시피\u200b', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/90920c43ce65206feccd15b523eb25821.jpg'}, {'step_number': 3, 'description': '[냄비에 생닭 넣기] 생닭은 냄비에 넣고 물 5컵을 넣어주세요 설탕을 먼저 넣고 조리하는 것이 특징이더라고요 레시피 그대로 따라 해 봅니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/fae4cc3111a6e08efb150681ebbb79bf1.jpg'}, {'step_number': 4, 'description': '[양념하기] 감자와 당근은 단단하니 생닭과 같이 넣어 조리해주세요 한소끔 끓으면 다진 마늘을 넣고 간장을 넣어주세요 우리가 아는 닭볶음탕 레시피는 조금 다른 거 같아요 양념을 전부 넣고 조려주는 방식도 있지만 양념을 따로 배분해서 넣는 조리방법도 있더라고요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/6b64e487451cbc346f2c3e3a1dc2b6e61.jpg'}, {'step_number': 5, 'description': '[야채넣고 졸여주기] 간장을 넣어주고 고춧가루를 넣어 졸여주시면 완성인데요 대파를 넣어 잡내를 잡아주세요 대파양은 많이 넣지 않아도 되더라구요 고추가루가 칼칼해서 그런지 전혀 잡내가 나지 않아요 고추가루 양이 살짝 많을 수도 있는데요 조금 조절하시면 될 거 같아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/0f12f5060f939f5d28d00d71ae2c20d11.jpg'}, {'step_number': 6, 'description': '[닭볶음탕 끓이기] 처음에는 국물 양이 많다 생각할 수도 있는데요 닭고기 익는 시간에 따지면 그렇게 많은 양은 아니더라고요 국물이 졸아들 때까지 중불 약불 오가면 졸여주세요 취향에 따라 국물 양을 조절하시면 될 거 같아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/07/20/7d5f173e247fd4c3dedc8b762bb46b131.jpg'}]"
23054,메인반찬,일상,닭고기,끓이기,닭가슴살 토마토 카레,닭가슴살토마토카레,916,30분 이내,아무나,1인분,"[('순살 닭가슴살', '1/2컵'), ('방울 토마토', '6~8개'), ('당근', '1/3컵'), ('양파', '1/3컵'), ('계란', '1개'), ('파', '조금'), ('카레가루', '2~3T')]",토마토가 들어간 색다른 카레입니다! 토마토가 들어가서 부드럽고 더 상큼한 맛이 특징이예요. 일반 카레와는 다른 매력이 있어서 더더 맛있게 먹을 수 있습니당. 닭가슴살을 사용해서 다이어트 요리로도 좋아요!,"[{'step_number': 1, 'description': '당근, 양파, 파, 토마토는 먹기좋게 작은 사이즈로 썰어서 준비합니다. 닭가슴살은 크기가 크면 잘라서 준비해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/d75f364d563d290da6a1de65f408dee31.jpg'}, {'step_number': 2, 'description': '팬에 파와 양파, 당근, 닭가슴살을 넣고 볶아줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/10515e704cbc5910baebfce772e1b7f91.jpg'}, {'step_number': 3, 'description': '딱딱한 채소들과 닭가슴살이 어느정도 익으면 토마토를 넣고 함께 볶아줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/b9ff057d74b51dbe78c6fa5ad007eabf1.jpg'}, {'step_number': 4, 'description': '카레가루를 물 반컵에 풀어 섞어준 뒤 팬에 넣고 끓여줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/325f95a0110d10d55b5167cd35c80cbc1.jpg'}, {'step_number': 5, 'description': '모든 재료가 다익으면 계란을 하나 넣고 골고루 풀어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/b60cc534a1cab2227394ed95bf351f751.jpg'}, {'step_number': 6, 'description': '계란이 익고 카레가 어느정도 졸아지면 밥 위에 카레를 얹어서 먹습니당', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/08/05/9dd994eea15e59223cce4d50500ce46f1.jpg'}]"
23055,메인반찬,일상,닭고기,끓이기,백종원 닭볶음탕 레시피 내 입맛에 맞게 꿀팁 공유! 가래떡을 넣어 만든 닭도리탕 닭볶음탕 레시피 만드는법,None,"2,870",30분 이내,아무나,2인분,"[('닭복음탕용 닭', '1팩'), ('감자', '3개'), ('당근', '1/2개'), ('양파', '1개'), ('대파', ''), ('현미가래떡', ''), ('진간장', ''), ('마스코바도설탕', ''), ('고추장', ''), ('고춧가루', ''), ('요리당', ''), ('청양고추', ''), ('마늘', ''), ('후추가루', '')]",백종원님 닭볶음탕레시피를 기본으로 하여 제 입맛에 맞게 수정한 닭복음탕 레시피를 공유하려고 합니다.,"[{'step_number': 1, 'description': '닭볶음탕에 쓸 야채를 준비해서 먹기 좋은 크기로 잘라줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/39e27227b6be63f57c97a3621f941b291.jpg'}, {'step_number': 2, 'description': '닭비린내를 제거하기 위해 깨끗한 물에 닭을 여러번 씻은 후 끓는 물에 넣어 살짝 익혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/5546d03245bcc9178e7774e91c2c7ae41.jpg'}, {'step_number': 3, 'description': '살짝 익힌 닭을 다시 씻어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/6dd5e4953c8de9700ab5ec02a55e05c21.jpg'}, {'step_number': 4, 'description': '이제 본격적으로 닭볶음탕을 만들겠습니다. 백종원님 레시피를 참고했는데 제 입맛에 맞게 소스양을 가감했습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/34c35cf06bba2c4425737f9b2ee3239c1.jpg'}, {'step_number': 5, 'description': '큰 냄비에 닭과 야채를 넣은 후 마스코바도 설탕(비정제 사탕수수)을 넣었습니다. 설탕을 넣으면 닭비린내를 제거해준다고 합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/66aca73653c7694514d3bc29ce5aab421.jpg'}, {'step_number': 6, 'description': '고춧가루, 간장 외에 저는 고추장과 요리당을 넣어 추가했습니다. 가래떡도 넣었어요. 떡볶이 만들기와 비슷하네요. 그리고 후춧가루 넣으면 풍미가 살아요. 마늘, 청양고추도 잊지마세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/1a7811b41bbd5c5da3f01a29bf08c41d1.jpg'}, {'step_number': 7, 'description': '마지막으로 상큿한 향을 내는 깻잎과 굵은 파를 넣어 약불로 조정해서 10분정도 끓어주었습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/951ced12dd13227ea6b2edd8f5779c8c1.jpg'}, {'step_number': 8, 'description': '이제 그릇에 옮겨 담습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/10/18/1d3fec0bd25f7a56dbab283a784afcab1.jpg'}]"
23056,메인반찬,일상,닭고기,끓이기,만능양념장으로 빠르게 만드는 닭볶음탕,None,"1,538",30분 이내,아무나,3인분,"[('볶음용닭', '1팩'), ('만능 양념장', '2큰술'), ('감자', '1개'), ('양파', '1/2개'), ('대파', '1대'), ('물', '2컵'), ('다진마늘', '1큰술')]",삼시세끼를 해야하는 요즘 만능양념장으로 빠르게 만들어내는 요리를 좋아해요 ^^,"[{'step_number': 1, 'description': '감자, 양파, 대파를 굵직하게 잘라 주세요.\n재료는 닭과 함께 푹 익히기 때문에 작게 써는 것보다는 큼직하게 써는 것이 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/28d7e755aa3d830a1c7abbb7652037e71.jpg'}, {'step_number': 2, 'description': '닭은 깨끗이 한 번 씻어 주세요.\n신선한 닭은 굳이 우유에 담가 놓지 않아도 닭 비린내가 나지 않아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/047aa737217922d78b52dcac8f6e52151.jpg'}, {'step_number': 3, 'description': '채소를 담고, 만능양념장 2큰술, 물 2컵을 넣고 센 불에서 끓여 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/a69f09face623a61383529ec6241a2801.jpg'}, {'step_number': 4, 'description': '고추장 3큰술, 고추가루 1-2큰술, 간장 1큰술, 물엿 1큰술, 다진마늘 0.5큰술 정도의 비율로 만드시면 됩니다.\n적당한 비율로 만들어 놓으시고, 부족한 맛은 물엿이나 고추가루로 가감하시면 좀 쉽게 요리하실 수 있어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/b7c5320b1990f1b00df6d013c31ee56d1.jpg'}, {'step_number': 5, 'description': '중불의 뭉근한 불에서 푹 익힌 후 대파를 넣어 줍니다.\n전 대파를 좋아해서..ㅎㅎ 듬뿍 넣었는데요.\n취향에 따라 작게 썰어 넣으셔도 되고요. 부재료는 취향대로 넣으시면 되죵? : )', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/fd9bf40ccd915350c63afb0e1c4a64b21.jpg'}, {'step_number': 6, 'description': '매콤 달콤한 양념장이 쏙 밴 닭고기도 맛있고,\n자작한 국물에 밥도 쓱쓱 비벼 먹으면 참 맛있어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2021/11/01/5d9a6c67f76683c41632ea40617365a51.jpg'}]"
23057,메인반찬,일상,닭고기,끓이기,닭볶음탕 황금레시피 저녁점심메뉴 백종원닭도리탕 고추장양념소스,None,"1,728",30분 이내,아무나,4인분,"[('닭 볶음탕용', '1팩'), ('감자', '2개'), ('파', '1움큼'), ('대파', '1개'), ('당근', '1/2개'), ('물', '1종이컵'), ('우유', '200ml'), ('양파', '1개'), ('양배추', '1/4통'), ('고추장', '2T'), ('고춧가루', '1T'), ('간장', '1T'), ('설탕', '1t'), ('후추', '1꼬집'), ('다진마늘', '1t'), ('고추', '2개')]",맛있고 매콤한 닭볶음탕 만들어 볼께요.,"[{'step_number': 1, 'description': '매콤하고 맛있는 닭볶음탕 만들어 볼께요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/03/28/27068707b229d612d189bb66b1bfd82d1.jpg'}, {'step_number': 2, 'description': '닭을 깨끗하게 세척해서 지방이랑\n껍질을 싫어 하시는 분들은 닭 껍질을 제거 해주세요.\n참고로 저희는 약간 껍질은 벗겨 낸답니다.\n그리고 흐르는 물에 세척해주시구요.두번째로는 우유에 20분 정도 재워 두셨다가\n사용하심 되세요.\n우유가 연육작용도 해주고요\n또한 잡내도 잡아 준답니다. 저는 거의 우유에 재워 둔답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/03/28/aa1dc2e2e45eacf44328f9168288b1821.jpg'}, {'step_number': 3, 'description': '그다음 준비 해둔 닭과 감자를 냄비에 담고 물을 넣어 주세요.\n그리고 준비해둔 양념들 한번에 볼에 담아 만들어 넣으셔도\n되시구요. 저처럼 그냥 순서 없이 넣으셔도 되세요.고추장2T.고춧가루1T.간장1T.설탕1t.후추한꼬집.다진마늘1t.\n요렇게 넣어 주심 되세요.\n혹시 매실 액기스 있으심 그것 조금 넣어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/03/28/4dff91be93cedc672d6cb865fc13dd541.jpg'}, {'step_number': 4, 'description': '그리고 양념이 보글 보글 닭이 거의 다 익어 가면\n아까 썰어서 준비한 채소를 넣어 주세요.\n감자랑 닭을 먼저 끓여서 어느정도 닭이 익었나\n젓가락으로 찔러 보심 되세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/03/28/ce24b4cc0b5175bf6899e06cf158c0b21.jpg'}, {'step_number': 5, 'description': '그럼 너무나 맛있는 닭볶음탕이 완성이네요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2022/03/28/fa0cda1f7ca9a1de5f9d62631fe569ca1.jpg'}]"
