index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
25046,메인반찬,일상,채소류,볶음,쉬운 밑반찬 양배추볶음 황금레시피,양배추볶음,"3,351",15분 이내,아무나,2인분,"[('양배추', '1/4통'), ('당근', '1움큼'), ('소금', '1/2t'), ('식용류', '약간'), ('간마늘', '1t'), ('통깨', '약간')]",재료도 간단하고 맛있는 양배추 볶음 만들어 볼께요.,"[{'step_number': 1, 'description': '그냥 먹어도 맛있는 양배추 달달해서 \n볶아서 내면 더욱 맛있고 풍미 있게 즐길 수 있어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/12f9083dc11f6e6c505d11d71206a4fd1.jpg'}, {'step_number': 2, 'description': '우선 양배추를 낱장으로 다 분리시켜 주세요.\n한장 한장 다 떼어서 \n물에 담그고 식초를 넣어서 한 10분 정도 담가 두세요.\n그래야 잔류 농약 걱정없이 먹을 수 있답니다.\n그리고 깨끗하게 여러번 세척해 주세요.\n그리고 물기를 탁탁 털어서 준비해 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/b4e4f335f4540a7d49449162c0f1e8ed1.jpg'}, {'step_number': 3, 'description': '팬에 기름을 두르고 마늘 기름을 내주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/274a0a1d875a286c0947ea0077b2d6df1.jpg'}, {'step_number': 4, 'description': '마늘향이 솔솔 올라오면 당근을 넣고 함께 볶아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/b5d24f446caa077db66f0049ce5b20ed1.jpg'}, {'step_number': 5, 'description': '당근까지 넣고 볶다가 이제는 \n잘 세척해서 채를 썰어서 준비해 둔 양배추도 넣어 \n함께 볶아 주세요.\n그러다가 양배추 숨이 죽으면 이제 간을 해야지요.\n소금 1/2t 넣고 볶다가 통깨로 마무리 해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/42d3f13c78e8fce13d12ec84afd583aa1.jpg'}, {'step_number': 6, 'description': '그럼 아삭한 식감에 달달한\n영양만점 양배추볶음 완성', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/21/3f7b278e519708022e0171e7726221521.jpg'}]"
25047,메인반찬,일상,채소류,볶음,색다른 맛! 아스파라거스 볶음과 샐러리 나물,아스파라거스볶음,"1,364",30분 이내,아무나,2인분,"[('아스파라거스', '1봉'), ('맛살', '3줄'), ('풋고추', '3개'), ('홍초', '1개'), ('굴소스', '2숟가락'), ('마늘', '1숟가락'), ('소금', ''), ('올리브유', ''), ('참기름', ''), ('깨소금', ''), ('올리고당', '약간'), ('샐러리 잎', '70g'), ('멸치 액젓', '1/2숟가락'), ('깨소금', ''), ('참기름', '약간')]",우리 식탁에서는 자주 볼 수 없는 아스파라거스와 샐러리 볶음과 나물을 만들어 먹었습니다.,"[{'step_number': 1, 'description': '㉠ 아스파라거스, 맛살, 고추는 먹기 좋은 크기로 잘라준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/215e7ac848262e8b6099a5be5a97bbb21.jpg'}, {'step_number': 2, 'description': '㉡ 올리브유를 두르고 마늘을 먼저 볶아준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/26431ed4f5811f039dee6370a66e5ebc1.jpg'}, {'step_number': 3, 'description': '㉢ 아스파라거스, 허브 솔트를 뿌려 볶아준 후 썰어둔 맛살, 고추를 넣어준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/6db47e475a1c02cc1c55b8c5f19c90281.jpg'}, {'step_number': 4, 'description': '㉣ 굴 소스를 넣고 볶아준 후 깨소금을 뿌려 완성한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/918eb820a01b990e427ae43ce00c76c71.jpg'}, {'step_number': 5, 'description': '㉠ 샐러리는 잎만 따서 끓는 물에 데쳐낸다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/0018bd3ccdb9ff23081d3b1f3305bf251.jpg'}, {'step_number': 6, 'description': '㉡ 찬물에 헹군 후 먹기 좋은 크기로 썰어 양념으로 무쳐주면 완성된다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/25/2631d7aa0638949f8f645ea74d15fabd1.jpg'}]"
25048,메인반찬,일상,채소류,볶음,"추석 나물, 도라지볶음 쓴맛 제거법",도라지볶음,"1,414",15분 이내,아무나,2인분,"[('도라지', '150g'), ('마늘', '1숟가락'), ('육수', '3숟가락'), ('소금', ''), ('설탕', ''), ('식용유', ''), ('파슬리가루', ''), ('깨소금', ''), ('참기름', '약간')]",명절 차례상에 빠지지 않는 도라지입니다. 특유의 쓴맛을 제거하고 맛있게 요리하는 법입니다.,"[{'step_number': 1, 'description': '소금, 설탕을 넣고 조물조물 무쳐둔다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/24/60db180e7416c095cb60860b68302b541.jpg'}, {'step_number': 2, 'description': '끓는 물에 도라지를 넣고 삶아낸 후 찬물에 담가둔다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/24/2844b589207475a11553c63a958846c41.jpg'}, {'step_number': 3, 'description': '기름, 마늘을 넣고 먼저 볶아준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/24/7283494c62af1a9e4a64692946ecb0e01.jpg'}, {'step_number': 4, 'description': '도라지, 육수를 넣고 볶아주고, 소금, 파슬리가루를 넣어준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/24/b2403fe28016050159274623c5437a831.jpg'}, {'step_number': 5, 'description': '참기름, 깨소금을 넣고 마무리한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/24/abc290dd81777e73f36a0b6d668186721.jpg'}]"
25049,메인반찬,일상,채소류,볶음,만들기쉬운 잡채 황금레시피,잡채,"1,705",60분 이내,아무나,4인분,"[('잡채용 소고기', '300g'), ('양파', '1개'), ('당근', '1/2개'), ('당면', '4인분'), ('느타리버섯', '1줌'), ('재료볶음용 소금', '1꼬집'), ('부추', '1줌'), ('고기양념 간장', '1큰술'), ('고기양념 참기름', '1큰술'), ('고기양념 후추', '1t'), ('고기양념 굴소스', '1큰술'), ('간장', '100ml'), ('설탕', '3큰술'), ('올리고당', '3큰술'), ('후추', '1/2큰술'), ('맛술', '3큰술'), ('참기름', '3큰술'), ('굴소스', '2큰술')]",무슨날에만 먹는 잡채 먹고싶을때 언제든 해먹어요,"[{'step_number': 1, 'description': '고기는 양념에 재어둡니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/01/73e36f126e1170720bebb3356609d7941.jpg'}, {'step_number': 2, 'description': '야채 버섯도 채를 썰어줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/01/367965d401b187fd1637c7f4a7e255a61.jpg'}, {'step_number': 3, 'description': '식용유를 두르고 대파부터 볶다가 양념해둔 고기를 살짝 볶습니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/96425f28047716428d04594b46361d381.jpg'}, {'step_number': 4, 'description': '고기는 일단 빼둡니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/7655657aa280ae8158d96a6af14f788e1.jpg'}, {'step_number': 5, 'description': '버섯과 당근부터 볶아요 이때 소금 한꼬집이랑 후추살짝', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/ea0832a798f19a6502bb6139370954e51.jpg'}, {'step_number': 6, 'description': '양파도 넣고볶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/2b87e1d9cdaa047d0116fefa2f71b7251.jpg'}, {'step_number': 7, 'description': '고기도 넣고 살짝 볶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/6a9e3394db3676fd36bfdcb93ebfab8e1.jpg'}, {'step_number': 8, 'description': '옆불에다 끓는물에 6분간 데친 당면은 찬물에 헹궈 물기를 뺍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/fdd68c6c49da4613738c36a036087cd21.jpg'}, {'step_number': 9, 'description': '양념장을 한소끔 끓인뒤 당면이 색깔이 베일때까지 볶아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/b57ae10fbb400b5f7212cb8f45ced28d1.jpg'}, {'step_number': 10, 'description': '양쪽불에서 당면이랑 야채를 준비합니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/cbc2401c072ca5160530b7b895bf3d5c1.jpg'}, {'step_number': 11, 'description': '당면이랑 야채를 합치고 씻어서 적당한 길이로 자른 부추를 넣고 굴소스2큰술 추가해 볶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/199e302ab246dbcc0154e74e34eb950c1.jpg'}, {'step_number': 12, 'description': '부추가 숨이 죽을정도로만 볶아줍니다 참기름은 마지막에 넣고 한번 섞어줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/9e0a774497d127ede6a452e73a31600b1.jpg'}, {'step_number': 13, 'description': '마지막에 후추 추가', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/02/551b436262e6523aa3458d7fdeb3b4251.jpg'}]"
25050,메인반찬,일상,채소류,볶음,마늘쫑볶음,마늘쫑볶음,"5,770",15분 이내,초급,3인분,"[('마늘쫑', '1단'), ('돼지고기', '100g'), ('식용유 1키로 실제 소모는', '30g'), ('간장', '1큰술'), ('굴소스', '1큰술'), ('정종', '1큰술'), ('다진마늘', '1큰술'), ('설탕', '1작은술'), ('후추가루', '약간'), ('참기름', '조금')]",마늘쫑을 끓는 기름에 살짝 데쳐 다시 볶아낸 아삭아삭 식감이 좋고 맛이 진한 밥반찬 입니다,"[{'step_number': 1, 'description': '마늘쫑을 5센치 길이로 썰어', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/fe80ed0b5ceecf36d9fb88ee472071a51.jpg'}, {'step_number': 2, 'description': '깨끗이 씻어서 물기를 제거하고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/c67b7896041644b7844fcc76214689b81.jpg'}, {'step_number': 3, 'description': '펜에 식용유 넉넉하게 준비하고 온도가 올라오면 마늘쫑을 넣고 살짝 데쳐', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/37c0ddbcd014e32db371f0fd767082401.jpg'}, {'step_number': 4, 'description': '건져내고 기름기를 제거하고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/56da6d519075802e7734bc2d4a50e92c1.jpg'}, {'step_number': 5, 'description': '펜에 식용유 한큰술 두르고 돼지고기를 넣고 볶아줍니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/d750acb5cada10064cbdb08e6a323cba1.jpg'}, {'step_number': 6, 'description': '돼지고기가 익으면 간장 한큰술 두르고 다진 마늘 1큰술 정종 1큰술 넣고 향을 내고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/4c32fa6c73795571670826849abfda1b1.jpg'}, {'step_number': 7, 'description': '데친 마늘쫑을 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/02bc2f471a72e6e9820b82595839ed601.jpg'}, {'step_number': 8, 'description': '센불에서 볶아서 불맛을 내고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/1d36e814a20ca36365a31f567303ce661.jpg'}, {'step_number': 9, 'description': '육수를 반국자 넣고 굴소스 1큰술 넣고 설탕 약간 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/724b4b91c9a0d2fd28dc364c12d135461.jpg'}, {'step_number': 10, 'description': '물기가 졸아들면 후추가루 약간 참기름 살짝 두르고 그릇에 담아 냅니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/d8467bac0748c0bdfef5cd5e139ac1ef1.jpg'}, {'step_number': 11, 'description': '맛있는 밥반찬 마늘쫑볶음 만들기 완성 되였습니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/10/06/ec76f5d77558d2950e366bff2532e3051.jpg'}]"
25051,메인반찬,일상,채소류,볶음,햄감자볶음,햄감자볶음,"1,088",30분 이내,초급,3인분,"[('감자 중사이즈', '2개'), ('대파', '10cm'), ('스팸 큰캔', '1/3개'), ('소금', '1.5t'), ('후추', '소량')]",마트갔는데 감자가 너무 좋아보여서 사왔어요^^ 아들이랑 남편이랑 너무 맛있게 먹었어요!!!,"[{'step_number': 1, 'description': '포실포실 아가궁댕이처럼 이쁜감자에요 중간사이즈 감자 2개 껍질벗겨주세요\n작은사이즈는 3개 하시면 되겠지요!?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/30a4296dcfd9fb80e17e21f1cf1a6f2f1.jpg'}, {'step_number': 2, 'description': '감자채볶음할때 제일중요한포인트!!!\n감자채들이 사이즈가 다르면 얇은건 으스러지고 두꺼운건 안익어서 서걱서걱.. 무채내리는 채칼로 하시면 좋아요^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/c9bab4950b6062191bb23fc0d029bc981.jpg'}, {'step_number': 3, 'description': '채에 내린 감자는 전분을 빼주기위해 10분정도 담궈놓아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/56b637608db7ac3314979960c38d0cf01.jpg'}, {'step_number': 4, 'description': '빨리익히기 위해서 물에 감자를 데쳤어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/76bcd82d3f9c2898fa94e7881a66a3931.jpg'}, {'step_number': 5, 'description': '감자가 투명해질때쯤 채반에 물빼주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/fe6af045eaf461bd78cb3fd660a2dfae1.jpg'}, {'step_number': 6, 'description': '물 쏘옥뺀 감자에 카놀라유 두바퀴 돌려주고 센불로 올린다음 웍이 달궈지면 약불로 줄여요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/f95fd044594e19e77bbe7b3156ea12a71.jpg'}, {'step_number': 7, 'description': '감자에 소금간을 해주고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/278a4b62ed7c5f3a8d8e8a78bf839b1c1.jpg'}, {'step_number': 8, 'description': '후추도 슉슉뿌려요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/b47ed508a42f3480c009c99d178989e21.jpg'}, {'step_number': 9, 'description': '감자가 익는동안 스팸을 자를꺼에요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/1585ec3f53cf219a86935dd42253c6d01.jpg'}, {'step_number': 10, 'description': '스팸을 길쭉하게 잘라요 3인분이어도 햄 별로안좋은분은 양을 줄이세요 저희는 2/3개 썼어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/a1a2156aff3383c3645ffea55282cdd31.jpg'}, {'step_number': 11, 'description': '대파도 길쭉하게 잘라요 모든야채를 길쭉길쭉하게 잘라야 젓가락으로 한번에 집어먹기 좋겠지요^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/1cbb978ce01780e5162ceb56b84c346f1.jpg'}, {'step_number': 12, 'description': '감자가 씹었을때 서걱하지않고 거의 익었을쯤 대파와 햄을 넣어요\n양파넣으실분은 이때 같이 넣어주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/d848bfb6f75394dbaa9883700b82628b1.jpg'}, {'step_number': 13, 'description': '누르지않게, 감자와 햄이 으스러지지않게 조심조심 골고루익히면 끝!!!!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/82ea37af01f60cddba5c1c818b056d841.jpg'}]"
25052,메인반찬,일상,채소류,볶음,수미네 반찬 마늘쫑 잡채 만드는 법 5월 제철 음식 마늘쫑 요리,마늘쫑잡채,"1,469",60분 이내,초급,3인분,"[('당면                                                                                500원정도', '3줌'), ('잡채용 소고기', '300g'), ('마늘쫑', '1묶음'), ('파프리카', '1개'), ('다진 마늘', '1T'), ('간장', '3T'), ('설탕', '1t'), ('후춧가루', '')]","마늘쫑이 들어가
느끼함을 잡아주는 깔끔한 잡채 맛
수미네 반찬
마늘쫑 잡채 만드는 법","[{'step_number': 1, 'description': '당면은 따뜻한 물에 미리 담가 불려 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/44d9a3d7e73b8a6784014d32a3ba70a41.jpg'}, {'step_number': 2, 'description': '소고기는 키친타월을 깔고 고기를 올려 핏물을 제거해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/d0238a11e91e6180185e00a252cb4ab41.jpg'}, {'step_number': 3, 'description': '핏물을 제거 한 고기에 양념을 해 줍니다.\n저는 소고기를 300g 사용해서 다진 마늘 1T, 간장 3T, 설탕 1t, 후춧가루 탈탈탈탈탈탈 넣고 양념을 해 주었고요.\n양념은 (소고기 100g당 양조간장 1T, 다진 마늘 1/3T, 설탕 1t, 후춧가루 탈탈) 넣어 주시면 된답니다.\n조물조물 주물러 준 후 잠시 양념이 배게 놔둬 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/07735a8bbd1db11cc0ce89e3aa77c47d1.jpg'}, {'step_number': 4, 'description': '마늘쫑은 깨끗이 씻어 준비한 후 감자 깎는 칼로 쭉~ 얇게 깎아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/29e40e17624fcf8cb06887652728b47d1.jpg'}, {'step_number': 5, 'description': '마늘쫑은 이대로 사용해도 좋지만, 끓는 물에 살짝 데쳐 주면 질기지 않고 부드럽게 먹을 수 있어요. 끓는 물에 넣고 10초 정도 후에 건져내 찬물에 헹궈 주었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/c1b9a9a28b1997335a759beb414ca5421.jpg'}, {'step_number': 6, 'description': '파프리카도 얇게 채 썰어서 준비합니다. 파프리카를 썰어 줄 때는 안쪽 면이 위로 가게 해서 썰어주셔야 미끄럽지 않아서 손을 다치지 않아요. 칼이 아주 잘 든다면 매끄러운 면으로 썰어 주셔도 무방합니다.\n원래는 빨간 파프리카를 넣으라고 했는데요. 저는 집에 노랑 파프리카가 있어서 이걸 사용했고요. 추가적으로 색감을 맞춰 주기 위해서 당근을 조금 넣어 주었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/a782caca8dd1400a7359b5a20fa5cd2c1.jpg'}, {'step_number': 7, 'description': '프라이팬에 불을 중불로 올려 주고, 양념에 재워 둔 소고기를 먼저 볶아 줍니다.\n기름을 넣지 않고 고기만 넣고 볶아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/4d31f73d050ecf0f9dd155b5935089e81.jpg'}, {'step_number': 8, 'description': '소고기의 핏기가 살짝 가시는 정도로 볶아지면 소고기를 한쪽으로 밀어주고, 고기 양념에 불려 놓은 당면을 넣고 볶아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/6e7efddb679fd1fe643acc64b09f70c41.jpg'}, {'step_number': 9, 'description': '이때 당면에 참기름을 살짝 넣고 볶아 줍니다. 당면에 양념이 슬쩍 베이면 소고기와 함께 같이 볶아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/3f9b7ece605a5f38745cedab35cdc2c11.jpg'}, {'step_number': 10, 'description': '준비해 놓은 채소들을 넣고 같이 볶아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/68d97afbfe56d5977ea60730ab62d3711.jpg'}, {'step_number': 11, 'description': '당면과 채소들이 잘 섞이면 간장과 설탕으로 간을 해 주세요.\n저는 간장 6T, 설탕 3T 정도 넣어 주었어요.', 'image_url': None}, {'step_number': 12, 'description': '그럼 금세 마늘쫑 잡채가 완성된답니다. 일반적으로 생각하는 잡채보다 훨씬 간단하고 쉽죠?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/22/a053cddf91f1fabe8ee6b54a6fd39b231.jpg'}]"
25053,메인반찬,일상,채소류,볶음,10분 뚝딱 도시락 밑반찬 메뉴 가지볶음 황금레시피,가지볶음,"2,233",15분 이내,아무나,2인분,"[('가지', '1개'), ('간장', '2T'), ('굴소스', '1T'), ('올리고당', '1T'), ('간마늘', '1t'), ('통깨', ''), ('고춧가루', '1t'), ('당근', '1움큼'), ('파', '약간'), ('양파', '1/4개')]",쉬운 가지 볶음 만들어 볼께요.,"[{'step_number': 1, 'description': '오늘은 휘리릭 볶아서 만드는 쉬운 도시락반찬 메뉴\n가지볶음 황금레시피.가지볶음 만들기', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/24/34bb1085c636e2a7b777a441a88180891.jpg'}, {'step_number': 2, 'description': '우선 가지는 원하는 모양으로 썰어 준비해 주세요\n양파도 썰어서 준비해 주시구요\n너무 얇으면 볶은 뒤 흐물 흐물 부서지기 쉬우니 약간 도톰하게 잘라서\n팬에 기름을 두르고 예열하고 썬 가지와 양파를 넣고 볶아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/24/351e451cbb4e9db6087845c9ccaa161a1.jpg'}, {'step_number': 3, 'description': '간장2T.굴소스1T.올리고당1T.간마늘1t.통깨.고춧가루1t.당근한움큼.파약간.양파1/4개을 넣고 잘 섞어가며 볶아 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/24/8da4f79c615f98e11689b085e71362321.jpg'}, {'step_number': 4, 'description': '그럼 휘리릭 볶아서 만들 수 있는 가지볶음이 요렇게 모습을 드러낸답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/24/5d3d4e87f88d7cfd01c9a70c33e0a83a1.jpg'}, {'step_number': 5, 'description': '쉬운 가지볶음 완성이랍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/24/e668bc4e0a3389f189c1c2044ed870df1.jpg'}]"
25054,메인반찬,일상,채소류,볶음,"시어머님 손맛 따라잡기, 죽순 요리 3가지",죽순,"2,054",30분 이내,초급,2인분,"[('죽순', '150g'), ('오이', '1/2개'), ('고추장', '3숟가락'), ('고춧가루', '2숟가락'), ('마늘', '2숟가락'), ('식초', '2숟가락'), ('설탕', '1숟가락'), ('깨소금', '2숟가락'), ('죽순', '100g'), ('감자', '1/2개'), ('호박', '1/4개'), ('양파', '1/4개'), ('당근', '1/5개'), ('대파', '1/2대'), ('청양고추', '2개'), ('된장', '2숟가락'), ('육수', '4컵'), ('마늘', '1숟가락'), ('쌀', '1컵'), ('쇠고기', '100g'), ('죽순', '100g'), ('마른 표고버섯', '5g'), ('참기름', '1숟가락'), ('양념장', '약간')]","시어머님 손맛 따라잡기, 죽순 요리 3가지 이맘때면 시어머님은 뒷산에 피어오른 죽순으로 맛있는 요리를 해 놓고 주말이면 우릴 기다리곤 했습니다. 시어머님이 생각나 만든 죽순요리 3가지입니다.","[{'step_number': 1, 'description': '1. 죽순초무침\n죽순과 오이는 먹기 좋은 크기로 썰어둔다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/96f9fb42a53b71101c14000a2486b4f91.jpg'}, {'step_number': 2, 'description': '양념을 넣고 조물조물 무쳐주면 완성된다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/f0f4fb22b04b1073a725c08f052c1b5c1.jpg'}, {'step_number': 3, 'description': '2. 된장찌개\n감자, 호박, 양파, 당근, 대파, 청양고추는 먹기 좋은 크기로 잘라둔다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/dbf05a9f6792884743f582c98f3f7be61.jpg'}, {'step_number': 4, 'description': '멸치와 다시마로 육수를 낸 후 건더기는 건져낸다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/f3596c8c5f60e3b8a9cfe40c162af1591.jpg'}, {'step_number': 5, 'description': '썰어둔 채소, 된장, 마늘을 넣고 끓여준 후 마지막에 대파, 청양고추를 넣고 마무리한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/cc3c83cfab33092a0121c74b17ae14311.jpg'}, {'step_number': 6, 'description': '3. 죽순밥\n불린 쌀에 참기름, 쇠고기, 표고버섯, 죽순을 넣고 밥을 해 준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/25/4465c26d481d9055331bb3c56df8371b1.jpg'}]"
25055,메인반찬,일상,채소류,볶음,레시피가 간단하고 맛도 좋은 두부김치 만드는 법,두부김치,"1,133",60분 이내,중급,2인분,"[('두부', '1모'), ('김치', '1/4포기'), ('김치국물', '1C'), ('돼지고기', '200g'), ('양파', '1/4개'), ('고추', '1/2개'), ('참기름', '1T'), ('통깨', '조금')]","간단한끼/메인요리/술안주로 두부김치를 추천합니다
레시피가 간단하고 맛도 좋은 두부김치 레시피를 소개합니다~","[{'step_number': 1, 'description': '두부 한모를 반으로 자르고 찜기에 두부가 따뜻해질 정도로 살짝 데워준다~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/b9e03f7c7ae9deb76f065ce80e5d18871.jpg'}, {'step_number': 2, 'description': '김치1/4포기를 먹기 좋은 크기로 썰어서 준비한다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/3794dce8df255c3faca335ab593ed0ed1.jpg'}, {'step_number': 3, 'description': '돼지앞다리살을 먼저 볶아준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/04376c00776464fd9ad79848a52761571.jpg'}, {'step_number': 4, 'description': '준비해둔 김치를 넣어서 함께 볶는다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/1b44ecd0061da7499b3fed46b09bc8ce1.jpg'}, {'step_number': 5, 'description': '이때 김치국물1C 정도를 넣어서 볶아준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/ff6c18b5aa6229a16f8dc386f2e19ab61.jpg'}, {'step_number': 6, 'description': '양파1/4,고추1/2를 넣어서 단맛과 매콤한 맛도 곁들여준다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/0294017cb6de350f83ccbeec279c0f761.jpg'}, {'step_number': 7, 'description': '두부김치 준비완료~~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/8d196eb66fa8bc87414f9b7ea5a448dc1.jpg'}, {'step_number': 8, 'description': '두부를 먹기 좋게 자르고 두부,김치볶음을 그릇에 담으면 완성입니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/28/bdfb1e88cdcb54f80a410923155eede71.jpg'}]"
