index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
54645,디저트,일상,채소류,굽기,치즈 웨지 감자,치즈웨지감자,"222,426",60분 이내,초급,2인분,"[('감자 큰크기', '4개'), ('슬라이스치즈', '3장'), ('우유', '2/3컵'), ('구운베이컨                                                                                잘게 썬', '2장'), ('다진마늘', '1.5큰술'), ('우유', ''), ('치즈', ''), ('베이컨', '')]",NO오븐 - 주르륵 부어 먹는 치즈 웨지 감자,"[{'step_number': 1, 'description': '감자를 2등분으로 썬 다음 3~4조각의 웨지가 나오도록 썹니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/014a43d9681cbfa92de5acb0b2c4bd701.jpg'}, {'step_number': 2, 'description': '물에 10분 정도 담구어 두었다가 키친타월에 대강 물기를 닦아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/d70e49dddc140ea9a5cc0962e93e1c661.jpg'}, {'step_number': 3, 'description': '팬에 버터 10g, 기름 2큰술을 두르고 감자를 놓습니다. 버터 없으시면 기름을 한큰술 더 넣어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/2466f8c82190ab9a0390f1b96b1c34711.jpg'}, {'step_number': 4, 'description': '뚜껑 닫고 한면을 익힙니다. 한쪽면이 다 익으면 다른쪽 면도 익힌다음 감자 등쪽도 마저 익혀 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/7eb27e6bfa38296e9dd59580c75837591.jpg'}, {'step_number': 5, 'description': '이제 부터는 소스를 만들어 볼까 합니다. 팬에 기름을 두른 후 다진마늘 1+ 1;/2큰술을 넣고 볶습니다. 마늘 향이 코끝을 찌르면 우유를 넣고 끓어 오르면 치즈를 넣고 졸여 줍니다. 다 졸여지면 베이컨을 뿌려 같이 섞어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/04c3ffe4b6a58293b5dba889cd1bee531.jpg'}, {'step_number': 6, 'description': '웨지감자를 놓은 후 소스를 주르르 부어 주세요. 맛나게 드시면 Ok.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/892a4383a2042b0858cab55d9ea893641.jpg'}]"
54646,디저트,일상,채소류,굽기,감자 버터 구이..,감자버터구이,"88,093",30분 이내,아무나,5인분,"[('감자', '7개'), ('버터', '5cm'), ('식용유', '2큰술'), ('소금', '1티스푼'), ('설탕', '3큰술'), ('후춧가루', '조금'), ('파슬리 가루', '조금')]","비오던 주말.. 아이들 간식으로 만들어 봤어요~
신랑은 맥주 안주로 아이들은 간식으로 맛있게 먹었답니다~","[{'step_number': 1, 'description': '감자는 껍질을 까고 큼지막하게 썰어줍니다.알감자가 있다면 알감자를 사용하셔도 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/f73d9b4060d74b2902e15630151ad4f81.jpg'}, {'step_number': 2, 'description': '후라이팬에 식용유 2큰술에 버터 한 덩어리 넣고 녹혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/7b34d984ee6b1554163ad1bf2d7a54d81.jpg'}, {'step_number': 3, 'description': '버터가 어느 정도 녹았다면 썰어둔 감자를 모두 넣어주고요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/a850cdc4f9e49da1e8a1df7a97086f391.jpg'}, {'step_number': 4, 'description': '소금 1티스푼 골고루 뿌려줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/fae5bd8d854af83572a0e416ac783ae41.jpg'}, {'step_number': 5, 'description': '감자가 노르스름해지고 안까지 익을때가지 앞 뒤로 구워줍니다.중약불에서.. 센불에서 하면 겉만 타요~감자가 익었는지 안 익었는지는 젓가락을 찔러보면 알아요~ 잘 들어가면 익은겁니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/ec098c2866444f1a92738b1502fd462d1.jpg'}, {'step_number': 6, 'description': '이제 여기에 설탕 3큰술 정도 뿌려주는데요.\n단맛을 원하시면 설탕을 더 넣으셔도 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/08e82eb2461d888037f2120032c7ffda1.jpg'}, {'step_number': 7, 'description': '감자에 설탕이 골고루 묻게 섞어주고요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/cd7488d1adefc9251c31ff05adaf6ca91.jpg'}, {'step_number': 8, 'description': '후춧가루 조금 뿌려주면 감자 버터 구이 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/29/a1ca2fdeeb081d259ba39dbdc2fec0d11.jpg'}]"
54647,디저트,일상,채소류,굽기,"어버이 날, 단호박 케이크 선물 어떠세요? 예쁜데 맛있기까지 한 건강 단호박 디저트 만들기 :)",단호박케이크,"7,313",60분 이내,초급,4인분,"[('무염버터', '150g'), ('박력분', '110g'), ('아몬드가루', '50g'), ('설탕', '120g'), ('베이킹파우더', '5g'), ('계란', '3개'), ('찐단호박', '130g')]","이유식하며 단호박과 고구마를 쓰다보니 
소량만 사용하여 많이 남더라구요 
그래서 베이킹에 활용해 봤어요
단호박은 쪄서 드셔야 영양소 손실이 적다고 합니다 
삶는것도 굽는것도 좋지만 쪄서 준비해주시면 
더 맛있고 건강한 케이크를 드실 수 있겠죠!","[{'step_number': 1, 'description': '찐 단호박은 매셔로 으깨 준비 합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/52e9b70c94d244aae752ecbefdaf79091.jpg'}, {'step_number': 2, 'description': '실온버터에 설탕을 넣고 충분히 휘핑 해 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/89b87ba04ad93bac04027323bdcb32ab1.jpg'}, {'step_number': 3, 'description': '계란을 조금씩 넣어 가며 휘핑해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/65915f454fcbb5868c245fb15b762edf1.jpg'}, {'step_number': 4, 'description': '찐 단호박을 넣고 잘 섞어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/df1bd657c1d6abe505e61aad08b52ce41.jpg'}, {'step_number': 5, 'description': '박력분 + 아몬드가루 + 베이킹파우더를 체 쳐 넣고 \n주걱으로 가르듯 섞어 주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/8b2f91381dae3e624e278cf57626a8b61.jpg'}, {'step_number': 6, 'description': '반죽을 틀에 담아 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/43c187bd15671dee1cd1f81b52c1c0881.jpg'}, {'step_number': 7, 'description': '175도 예열된 오븐에서 35-40분 가량 구워냅니다.\n[오븐사양마다 차이가 있을 수 있으니 꼬지 테스트 꼭 해주세요]오븐', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/5a35b52581c52ee353c5ee32768753d81.jpg'}]"
54648,디저트,일상,채소류,굽기,진짜 고구마를 넣어 쫀득쫀득 ★ 고구마찹쌀구이 ★,고구마찹쌀구이,"43,184",20분 이내,아무나,3인분,"[('고구마                                                                                2개', '350g'), ('찹쌀가루', '1/2컵'), ('소금', '1/4숟가락'), ('설탕', '1숟가락'), ('참기름', '1/3숟가락'), ('꿀', '3숟가락'), ('슬라이스아몬드', '1/3컵')]","노오란 고구마를 으깨면? 쫀득이 고구마찹쌀구이로 변신 ★
아이간식으로 굳굳 ★ 어른들이 더 좋아할껄? 
세상의 모든 레시피 만개의레시피","[{'step_number': 1, 'description': '고구마는 껍질 벗겨 한 입 크기로 썬다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/5d1ad343556c3bb18508f3c39cba3a701.jpg'}, {'step_number': 2, 'description': '볼에 담아 랩을 씌워 전자레인지에 8~9분간 돌려 익힌다.전자레인지 , 볼 , 랩', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/0bd14247dcb988234bfc9306fdcdac211.jpg'}, {'step_number': 3, 'description': '부드럽게 익으면 소금, 설탕을 넣어 섞은 뒤 찹쌀가루를 넣어 한번 더 섞는다.반죽이 너무 퍽퍽하면 우유나 물을 넣으세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/b4113b0e54793f0cc28d239e8ef110e61.jpg'}, {'step_number': 4, 'description': '표면이 매끄러워지면 먹기 좋게 등분해 둥글납작하게 빚는다.                    \n\n                        \n                            글러브센스 주방 위생장갑', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/784020844e3ee7eb49caec54d75c65031.jpg'}, {'step_number': 5, 'description': '중약 불로 달군 팬에 식용유를 두른 뒤 반죽을 앞뒤로 노릇하게 굽는다.팬', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/8e751d53cb4304cb7acf11e546c28cf31.jpg'}, {'step_number': 6, 'description': '참기름과 꿀, 슬라이스아몬드를 뿌려 완성한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/02/01d5699fee975526b143047f6dbde09a1.jpg'}]"
54649,디저트,일상,채소류,굽기,웨지감자 만들기. 고소한 아이들 간식. 술안주. 감자요리,웨지감자,"71,256",60분 이내,초급,2인분,"[('감자', '10개'), ('버터', '5T'), ('소금', '2/3T'), ('파슬리', '1T'), ('후춧가루', '살짝')]",웨지감자 만들기 바로 캔 햇감자로 음식을 해 먹으면 더 맛있겠죠? 반찬도 해 먹고. 간식도 만들어 먹구요. 주말... 웨지감자를 만들어 먹었어요.,"[{'step_number': 1, 'description': '감자는 깨끗이 씻어 준비 해 주세요. 웨지감자는 껍질째 구워야 더 먹음직 스러워 보이죠.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/21f5fd01ab7509d9d4b7fefbe4a3f9691.jpg'}, {'step_number': 2, 'description': '감자는 세로 방향으로 한번 잘라주고 큰 감자라면 다시 4등분을 해 주시고, 작은 감자는 3등분 해 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/91c36118b06d62ccff8cb414546559a41.jpg'}, {'step_number': 3, 'description': '버터는 전자렌지에 살짝 녹여주세요.전자레인지', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/c445a7b1f87ef9cf8c17e24ff05caafd1.jpg'}, {'step_number': 4, 'description': '소금2/3T와 파슬리1T, 후춧가루를 넣고 섞어주세요. (소금은 가감하세요.)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/7c656434ddbc191c6b507af5cf4b6b161.jpg'}, {'step_number': 5, 'description': '잘 섞어서 썰어 놓은 감자에 버무려 줍니다. 버무려진 감자를 구워주기만 하면 되겠죠?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/20ec2711f09d1a655674ab684f7a55de1.jpg'}, {'step_number': 6, 'description': '예열해 놓은 오븐에 190도로 20분 구워주고, 한번 뒤집어 준 후 다시 20분 구워줍니다.오븐', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/2214d728af8dd3c24a2b42b2f661909f1.jpg'}, {'step_number': 7, 'description': '그럼 노릇노릇 고소한 웨지감자가 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/11/ab1ef470a55259a534be197853c2eaa01.jpg'}]"
54650,디저트,일상,채소류,굽기,맛있을 수 밖에 없는 버터 감자구이 만들기,버터감자구이,"12,907",30분 이내,아무나,2인분,"[('감자', '4개'), ('버터', '2.5큰술'), ('소금', '1티스푼'), ('설탕', '많이')]",수학여행만 갔다하면 잠시 들리는 휴게소에서 사먹는 버터감자구이 기억나세요?? 전 버터감자구이를 너무나 좋아하는데 ​ ​희안하게 요즘은 옛날보다 너무 맛이 없어진거 같아요 ㅜ ㅜ ​그리고 휴게소에 가야만 먹을 수 있다는 단점이!!!! 그래서 집에서 맛있게 만들어 먹어 보았어요 ㅎ,"[{'step_number': 1, 'description': '우선감자는 껍질을 깨끗이 제거하고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/ab7364cd09a36e0f485eace488cf88001.jpg'}, {'step_number': 2, 'description': '한입크기로 썰은 후, 각진 모서리를 썰어내어 둥글게 만들어주세요. 감자 각을 안깎고 만들시 감자가 부서지면서 지저분해져요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/4144253fd3afa115ffd3e855878ba3ff1.jpg'}, {'step_number': 3, 'description': '손질한 감자는 채에 올려 20분간 쪄주고 30분정도 살짝 식혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/c65653f67d8b2c44be033df4e6e2f5141.jpg'}, {'step_number': 4, 'description': '궁중팬에 버터 2큰술반 올리고 불을 약불로 켜주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/aad978f3d8767fd283aa7642f56ac0271.jpg'}, {'step_number': 5, 'description': '버터가 녹아 버터 물로 궁중팬바닥이 코팅되면 맛소금 1티스푼을 넣어', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/826eb8b1ad40e8ffeb1658a119d21c421.jpg'}, {'step_number': 6, 'description': '고루 섞어주며 버터가 녹을 수 있도록 해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/9698d395e2ed4fbaa1ba08ebd7d15e8e1.jpg'}, {'step_number': 7, 'description': '버터가 완전히 녹으면 미리 쪄서 익혀 두었던 감자를 붓고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/034fbe8258b05e218e843ce8c57e2bba1.jpg'}, {'step_number': 8, 'description': '버터물이 감자 모든면에 고루 묻을 수 있게 살살 저어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/b4b3d3bf7e688d982378659dcb2305d11.jpg'}, {'step_number': 9, 'description': '버터물이 감자에 다 묻었다면, 중불로 바꾸고 한면이 노릇해 질때까지 익힙니다. 마구 볶으면 감자가 깨져요. 한면씩 노릇하게 구워줘야해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/f78d05e746775fecdbc9572ef99c69cd1.jpg'}, {'step_number': 10, 'description': '모든면이 노릇하게 구워지면 감자가 쉽게 깨지지 않기때문에 살살 볶아주며 마저 노릇하게 익혀주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/739feb0592e1a44f3ea7f7883ac555f61.jpg'}, {'step_number': 11, 'description': '잘 구운 버터감자를 그릇에 한층 놓고 위에 설탕을 듬뿍 뿌려주세요. 이쑤시개를 꽂아 먹으면! 휴게소 버터감자구이 완성♥', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/07/12/3165cb96eda02357092ee1c34665aa941.jpg'}]"
54651,디저트,일상,채소류,굽기,웨지감자,웨지감자,"54,682",60분 이내,초급,3인분,"[('감자(대)', '3개'), ('녹인버터', '4스푼'), ('카레가루', '1스푼'), ('후춧가루', '약간'), ('파슬리', '약간'), ('소금', '1/3스푼'), ('설탕', '1/2스푼')]",오늘은 카레향이 솔솔 풍기는 웨지감자를 만들어볼게요.,"[{'step_number': 1, 'description': '감자를 웨지스타일로 썰어서 물에 20분가량 담궜다가 사용합니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/95d2ca1684920d53ea8050d2aaa727871.jpg'}, {'step_number': 2, 'description': '중탕으로 녹인 버터4스푼에 분량의 카레가루, 후춧가루, 파슬리, 설탕, 소금을 넣고 잘 섞어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/a5af05fc7d04466dbf886219587ed8a11.jpg'}, {'step_number': 3, 'description': '물에 담궈놨던 감자는 체망에 받쳐 물기를 쪼옥~빼준후... 준비해논 버터를 넣어주고 버무려주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/fe54b39941a14e31f0cba3b3976b08051.jpg'}, {'step_number': 4, 'description': '오븐팬에 종이호일을 깔고... 버무려논 감자를 넓게 펴서 올린후... 180도 오븐에서 25분가량 구워냅니다.오븐', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/09/e7064c6537a54c7b1d0380a9e127421c1.jpg'}]"
54652,디저트,일상,채소류,굽기,고구마요리 - 고구마간식,고구마,"19,143",60분 이내,아무나,2인분,"[('고구마', '300g'), ('밀가루', '3스푼'), ('소금', '0.3스푼'), ('간장', '2스푼'), ('설탕', '1스푼'), ('청주', '1스푼'), ('올리고당', '1스푼'), ('계핏가루', '0.2스푼')]",고구마간식,"[{'step_number': 1, 'description': '찐 고구마를 준비하고 으깨 줍니다.\n그리고 밀가루 3, 소금 0.3을 넣어 반죽을 해주세요.\n고구마가 달지 않으면 설탕 0.5 정도 넣어주셔도 좋답니다.\n* 고구마마다 갖고 있는 수분이 다르니 밀가루를 조금씩 넣어가며 농도 조절을 해주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/12/9264f41ceca50b8c7c096e2f1d43d4e71.jpg'}, {'step_number': 2, 'description': '반죽을 떼어 동글한 크기로 만들어 주세요.\n*반죽 안에 좋아하는 치즈나 견과류를 다져 넣어도 좋답니다.\n팬에 기름을 두르고 만들어 놓은 고구마를 \n노릇노릇하게 구워줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/12/e132f949bcbf4d1a56f9fc6f0575240b1.jpg'}, {'step_number': 3, 'description': '팬에 간장 2, 올리고 당 1, 설탕 1, 청주 1, 계핏가루 0.2를 넣고 바글바글 끓이다\n미리 익혀 두었던 고구마를 넣어\n앞, 뒤로 조려 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/12/ff81b3ff874cde1945d5935165ab4f371.jpg'}, {'step_number': 4, 'description': '고구마 간식 완성\n엄청 간단하죠', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/12/04b2665c8521bf950b10e5b4d79991971.jpg'}]"
54653,디저트,일상,채소류,굽기,옥수수 간장 버터구이,옥수수간장버터구이,"10,340",30분 이내,아무나,1인분,"[('옥수수', '2개'), ('간장', '2Ts'), ('설탕', '1Ts'), ('미림', '1Ts'), ('버터', '40g')]","옥수수로 만드는 간단한 간장 버터구이 입니다.

본 게시물은 저작권 보호를 받고 있습니다. 저작자의 사전 동의 없이 이미지 및 문구의 무단 도용 및 복제를 금합니다. 무단으로 사용할 경우 법적 책임을 질 수도 있습니다.

This post is copyright protected. Unauthorized theft and reproduction of images and phrases is prohibited without prior consent from the author. You may be liable for unauthorized use.","[{'step_number': 1, 'description': '삶은 옥수수를 준비한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/93a2bff524cd7d3f8582b082c2e78d231.jpg'}, {'step_number': 2, 'description': '간장, 설탕, 미림을 넣고 소스를 만든다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/116000b5bed876a66bdfe98e3c479b5c1.jpg'}, {'step_number': 3, 'description': '버터는 잘게 잘라 준비한다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/f1a6aa1b5a8f01c24dec418ea6e714931.jpg'}, {'step_number': 4, 'description': '프라이팬에 기름 없이 옥수수를 살짝 구워준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/8f061b14aed617fc514de098d572e8f21.jpg'}, {'step_number': 5, 'description': '약불로 줄이고 버터를 넣어 구워준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/f567da8561ea6802e7c0d6a1b47738ae1.jpg'}, {'step_number': 6, 'description': '간장소스를 조금씩 넣어 구워준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/06/21/5b41f63fa8af1e3fe561493a23481db21.jpg'}]"
54654,디저트,일상,채소류,굽기,목살스테이크와 곁들어 먹으면 좋은 웨지감자,웨지감자,"3,624",15분 이내,아무나,2인분,"[('감자', '2개'), ('버터', '조금'), ('허브솔트', '조금'), ('파슬리', '조금')]",목살스테이크와 함께 먹으면 좋을 것 같아 만들어 봤어요!,"[{'step_number': 1, 'description': '감자 2개를 준비하고 깨끗하게 씻어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/025113ee4eabcba130a80dc1beeb87651.jpg'}, {'step_number': 2, 'description': '감자를 먹기 좋은 크기로 썰어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/3edadc6b349b434f7188833258ecf6661.jpg'}, {'step_number': 3, 'description': '감자를 끓는 물에 넣어 5분 정도만 삶아서 준비해둡니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/b68f7eb41ce7c7490bd9476ec181ca001.jpg'}, {'step_number': 4, 'description': '후라이팬에 버터를 넣고 녹입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/1361ac50fd483fc0ff0e4dd725478adb1.jpg'}, {'step_number': 5, 'description': '삶은 감자를 버터를 녹인 후라이팬에 올리고 허브솔트를 조금 뿌린 후에 노릇노릇하게 구워줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/1b154d5bbc52050f4c045f1e29d5a2521.jpg'}, {'step_number': 6, 'description': '접시에 이쁘게 담고 그 위에 파슬리를 솔솔 뿌려줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2018/10/07/a25265f7c589bdd0655b0c9dd1a9eeb91.jpg'}]"
