index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
7678,밑반찬,일상,달걀/유제품,부침,브로콜리 치즈달걀말이,브로콜리치즈달걀말이,"28,532",30분 이내,아무나,2인분,"[('달걀', '4개'), ('다진 당근', '약간'), ('빨강파프리카 다진것', '약간'), ('다진마늘', '1ts'), ('다진 대파', '1/2대'), ('소금', '적당량'), ('식용유 데친 브로콜리', '40g'), ('모차렐라 치즈', '55g')]",영양만점 쉬운 요리~ 소개해 드려요!,"[{'step_number': 1, 'description': '달걀을 잘 풀어준 다음, 다진마늘, 당근 다진것, 다진 대파를 넣고 잘 섞어주세요. 여기에 소금을 넣어서 간을 맞추어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/1e79f7e0d5fa24b95f7a54ac184e85371.jpg'}, {'step_number': 2, 'description': '브로콜리는 송이를 잘게 잘라서 끓는 소금물에 데쳐 찬물에 헹궈주고, 물기를 빼서 준비해주세요. 모차렐라 치즈도 미리 꺼내서 준비하구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/fb85d40d1c217ef3c20ef79c8a7391441.jpg'}, {'step_number': 3, 'description': '예열해둔 팬에 식용유를 살짝 둘러주고, 달걀물을 적당량 부어주세요. 겹겹이 얇게 달걀말이를 만들려면 달걀물을 한꺼번에 붓지 말고, 팬에 얇게 부어주세요. 돌돌 말아낸 다음, 남은 달걀물을 부어서 또 말아주고 말아주고 하면 많은 겹이 생긴 달걀말이를 만드실수 있지요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/7b5d70ab7cdc3ae624883277292acd6e1.jpg'}, {'step_number': 4, 'description': '달걀물을 부어준 다음 모차렐라 치즈와 브로콜리를 가지런히 얹어줍니다. 한쪽에서부터 모양을 잡아가며 말아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/be00f0658bd2d25e223c47790c78187a1.jpg'}]"
7679,밑반찬,일상,달걀/유제품,부침,계란말이 쉽게 만드는 법,계란말이,"286,033",30분 이내,초급,2인분,"[('계란', '5개'), ('대파', '기호'), ('꽃소금', '1/3스푼'), ('식용유', '적당량')]","계란말이는 본인이 원하는 재료에 따라 맛과 모양이 다를텐데요. 저는 소금으로 간을 하고 대파만 송송 썰어 넣고 쉽게 만드는 계란말이 만드는법을 소개하려고 해요. ""국민반찬""이라고도 할수 있는 계란말이는 대부분의 한국인이라면 누구나 좋아하는 메뉴죠! 특히나, 아이들 반찬으로 내놓기 좋고, 반찬없는 날에는 가장 만만하지 않을까 싶어요.","[{'step_number': 1, 'description': '계란 5개를 실끈 제거 후 잘 풀어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/be799330f4286ab57e9627a4b2ed51431.jpg'}, {'step_number': 2, 'description': '소금 1/3스푼을 넣고 잘 풀어주세요. 젓가락으로 여러번 저어 주어야 소금이 고루 녹아 계란말이 완성 후,, 어떤 곳은 짜고, 어떤 곳은 싱겁고.. 하는 일이 생기지 않습니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/0f07f504be3140589cad12cbe282bb641.jpg'}, {'step_number': 3, 'description': '대파 한뿌리를 송송 썰어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/52e42bcd0baf34b1773ceefa7f750a6d1.jpg'}, {'step_number': 4, 'description': '썰어놓은 대파를 계란과 함께 휘저어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/5b1ceccb27c26ffcee77e188667864441.jpg'}, {'step_number': 5, 'description': '달구어진 팬에 기름을 두르고 준비한 계란말이 재료를 팬에 넓게 펼치듯 넣어줍니다. 계란말이는 너무 센불에서 하면 계란이 익는 속도와 말아주는 타이밍을 맞추기 어렵고 ...가장자리만 탈수 있어 실패할수 있으니 중불과 약불 사이에서 합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/f4ee933367c517260163255382b2b4101.jpg'}, {'step_number': 6, 'description': '팬에 넓게 펼친 계란은 가장자리부터 익기 시작할 거에요. 가장자리가 살짝 익어가는 것이 확인되면 그 부분만 말아올려서 접어줍니다. 그리고, 계속 말아올릴 부분이 다른 곳보다 빨리 익도록 팬을 기울이면서 나중에 말아 올릴 부분이 늦게 익게 해주어야 해요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/b44458d23e59598576cb3f0b750c52b61.jpg'}, {'step_number': 7, 'description': '불 조절을 하면서 계란이 말아 올려지는 부분부터 익도록 팬도 중간중간 기울여주면서 한번 말고.. 두번 말고.. 계란을 익히면서 계란말이를 완성합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/caf4a4198f41ab6a314325ce3107c7a31.jpg'}, {'step_number': 8, 'description': '계란을 끝까지 말아서 먹기좋게 썰어주면 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/19/ab1193b4acbe7d973848503b1319f2451.jpg'}]"
7680,밑반찬,일상,달걀/유제품,부침,김 계란말이,김계란말이,"69,880",15분 이내,초급,2인분,"[('계란', ''), ('구운김                                                                                김밥용김', ''), ('식용유', ''), ('소금', '')]",고소하고 밥반찬으로 좋은 김계란말이입니다.,"[{'step_number': 1, 'description': '계란은 풀어 소금간을 해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/f7a49ebf6152fadc1eea1d8f3d7df0ac1.jpg'}, {'step_number': 2, 'description': '포도씨유나 식용유 두르고 중불로 줄이거나 약불로 줄이고 계란물을 두번에 나누어 부어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/4607bc930cce0538eaebcdbd83dfadb21.jpg'}, {'step_number': 3, 'description': '김을 한장 더 올리고 돌돌 말아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/dca29153428251330f7be223f9d1a2451.jpg'}, {'step_number': 4, 'description': '김발등으로 돌돌말아 고정시켜서 잠깐 식힌 뒤에 썰어주면 모양도 살리고 이쁘게 잘라집니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/18/76c002a9dc42f784200c6add041bc5d61.jpg'}]"
7681,밑반찬,일상,달걀/유제품,부침,대파를 통째로 넣은 달걀말이,대파달걀말이,"22,329",30분 이내,초급,2인분,"[('달걀', '5개'), ('대파', '1개'), ('돼지고기', '약간'), ('소금', '1꼬집'), ('오레가노', '약간'), ('후추', '약간'), ('생강즙', '약간')]","달걀말이는 다양한 속재료에 따라 여러 가지 맛을 낼 수 있는데요. 전 오늘 대파를 넣은 달걀말이를 했습니다. 대파를 통째로 넣어 말았는데, 보통의 채소말이처럼 잘 되어 만족입니다. 대파는 부드러운 단맛이 강해서 돼지고기와 매우 잘 어울립니다.","[{'step_number': 1, 'description': '두께가 두툼한 돼지고기 2조각인데, 기름기를 다 떼어내니 반으로 줄어들었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/13/453770fa25e6d67b95409feca13f24571.jpg'}, {'step_number': 2, 'description': '돼지고기는 작게 썰어 오레가노, 후추, 생강즙을 약간 넣어 밑간을 해주고, 달걀은 소금 한꼬집 넣어 잘 풀어주세요. 그리고 대파는 부드럽고 먹기 좋도록 길이로 길게 칼집을 내주었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/13/2880ccfaf76a891be5607910ab20d91b1.jpg'}, {'step_number': 3, 'description': '팬을 달군 후 올리브유 두르고 달걀을 부어 주세요. 돼지고기와 대파를 가지런히 놓고 달걀의 가장자리가 익는 듯하면 한번 접어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/13/b967d8b796a65b2f1b64ca9bea9f77ab1.jpg'}, {'step_number': 4, 'description': '접은 쪽이 익으면 다시 접고... 익혀주면서 앞 뒤로 10분 정도 중불로 익혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/13/65d9c6cf6aa34ec5a6bef03fffa980191.jpg'}, {'step_number': 5, 'description': '식은 후 1cm 두께로 썰어 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/13/2f789f152ca437c67e33efa19db66f321.jpg'}]"
7682,밑반찬,일상,달걀/유제품,부침,햄야채계란말이 만들기,햄야채계란말이,"9,680",30분 이내,아무나,2인분,"[('계란', '3개'), ('다진파', '1숟갈'), ('프랑크소세지', '1개'), ('다진양파', '2숟갈'), ('물', '1.5숟갈'), ('소금', '약간'), ('식용유', '약간')]","딱히 생각나는 반찬이 없을 때, 집에 있는 재료 넣고 뚝딱 만들어 낼 수 있는게 바로 계란말이인데요, 생생정보통에서 가르쳐 준 황금레시피로 햄야채 계란말이를 만들어 봤어요~","[{'step_number': 1, 'description': '먼저 그릇에 계란 3알을 깨뜨려줍니다, 집에있는 햄, 양파, 대파를 총총 다져서 계란에 넣어주시고, 햄의 짠맛이 있기때문에 소금 조금만 넣어서 잘 섞어주세요, 야채는 집에 있는거 어떤걸 이용하셔도 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/20382f49d5d7307dc2f501178323ee681.jpg'}, {'step_number': 2, 'description': '후라이팬에 식용유를 두르고, 1차로 계란물을 반만 넣어서 얇게 익혀주세요,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/0cba148c552700ef388729a0ad0994961.jpg'}, {'step_number': 3, 'description': '돌돌말아주시고, 남은 계란물을 부어가면서 도톰하게 말아서, 골고루 잘 익혀줍니다,', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/fd8c840388a4e9db73ad3081cf2cfa921.jpg'}, {'step_number': 4, 'description': '잘 익혀진 계란말이는 꺼내서, 먹기 좋게 썰어주시기만 하시면 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/07/7e31d54f2b076b2364dd1c514cf7688d1.jpg'}]"
7683,밑반찬,일상,달걀/유제품,부침,브로콜리치즈계란말이,브로콜리치즈계란말이,"4,891",30분 이내,초급,3인분,"[('계란', '6개'), ('브로콜리', '1/3송이'), ('치즈', ''), ('소금', '1작은술')]",부드럽고 씹는 맛이 좋은 브로콜리치즈계란말이를 소개합니다!,"[{'step_number': 1, 'description': '계란을 깨서 소금을 1작은술 넣고 거품기로 저어주세요. 이 때 우유 반컵 넣으셔도 맛있어요. 6개 정도해야 도톰하니 브로콜리 들어가도 잘 안터지는 계란말이가 됩니다. 계란이 준비되면 브로콜리를 3분의 1송이 정도 잘게 다져줍니다. 치즈는 2등분 해주시구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/64de6c4da3617be1cd576898a72ad9cc1.jpg'}, {'step_number': 2, 'description': '계란물을 부어 두번정도 말아주신 다음 브로콜리 다진것을 올려주세요. 그런 다음 계란물이 익으면 뒤집어 주세요. 덜 익었을때 뒤집으면 터져요~ 그 다음 치즈를 올리고 또 말아주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/860f9b043472841e6c1b93b869ed91921.jpg'}, {'step_number': 3, 'description': '계란물은 한번에 붙지말고 몇번에 나눠서 부으세요. 한번에 너무 많이 부어도 뒤집을때 두꺼워서 계란말이가 뚝뚝 끊어지거든요. 계란물 양 조절하는 것이 포인트랍니다~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/18/27c6ab571b1d83b744426f5b734f77bc1.jpg'}]"
7684,밑반찬,일상,달걀/유제품,부침,치즈계란말이 황금레시피,치즈계란말이,"8,203",15분 이내,초급,2인분,"[('계란', '4개'), ('대파', '1뿌리'), ('당근', '1/5개'), ('양파', '1/5개'), ('치즈', '2장'), ('맛소금', '1Ts'), ('식용유', '넉넉히')]",영양과 맛을 한번에 잡은 대중적인 반찬 계란말이 소개해드려요.,"[{'step_number': 1, 'description': '계란은 깨서 맛소금 한티스푼을 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/724f516d4d3dae8f613c958570159bb11.jpg'}, {'step_number': 2, 'description': '준비한 야채를 다져서 계란물에 넣어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/b1a138c180b68573609049409f072ffb1.jpg'}, {'step_number': 3, 'description': '프라이팬에 식용류를 넉넉히 두르고 예열을 합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/80f108541dceffc8116088c518fa86db1.jpg'}, {'step_number': 4, 'description': '치즈는 계란말이 1개당 1장을 반으로 나누어 사용됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/9464513016eb9792ea8b397b6da54d451.jpg'}, {'step_number': 5, 'description': '프라이팬에 계란물을 반만 붓고 살짝 익힌후 아까 잘라놓은 치즈를 일자모양으로 얹어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/d982791d63c5dc18166d95709a1046241.jpg'}, {'step_number': 6, 'description': '계란물을 부어가며 말아주면 완성입니다. 한김 식혀서 썰어주시면 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/12ffb23d0d5166826dd9a98d20472dd21.jpg'}]"
7685,밑반찬,일상,달걀/유제품,부침,진짜 게살이 들어있는 게살소시지 크랩봉 계란말이,소시지계란말이,"1,776",15분 이내,아무나,2인분,"[('계란', '4개'), ('게살소시지 크랩봉', '3개'), ('토마토', '2개'), ('미니양배추', '10개'), ('카놀라유', '1작은술'), ('천일염구운소금', '1/2작은술')]","진짜 게살이 들어있는 크랩봉 남편들 술안주로도 아이들 간식으로 

그냥 먹어도 맛있지만 야채들과 함께 썰어 계란에 넣어서 계란말이를 했지요~!~ 
미니 방울 양배추와 토마토를 잘게 잘라서 크랩봉과 함께 계란말이

입안에서 방울 양배추의 아삭함과 게살 소시지의 게 살맛이 어우러져 씹는 식감이 좋아요~!~","[{'step_number': 1, 'description': '모든 재료들을 준비했어요~!~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/e8ce4736334606dd859578fb650ebe401.jpg'}, {'step_number': 2, 'description': '계란은 젓가락으로 잘 풀어주었어요~!~\n게살소시지크랩봉은 동글동글 썰어주고\n텃밭에서 몇 개 따온 미니 방울 양배추와 토마토는 잘게 다져 놓았어요~!~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/faefa8d0c70ba81f1d40d9a18154665c1.jpg'}, {'step_number': 3, 'description': '계란 풀어놓은 것에 다져놓은 재료들을 넣어준 다음 \n천일염 구운 소금을 넣고 잘 섞어 줍니다~!~~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/2be17b2f7ccb9f5d1591b1c50a5fca9f1.jpg'}, {'step_number': 4, 'description': '팬을 달군 다음 기름을 부어준 다음 휴지로 조금 닦아주고 \n불을 약하게 한 다음 계란 물은 부어줍니다~!~~~\n앞쪽부터 말아주면서 남은 계란물을 부어서 연결해 말아주었지요~!~~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/c84d3ffc8e5698fefc2df98554253f471.jpg'}, {'step_number': 5, 'description': '예쁘게 잘 말아졌네요~!~\n조금 식은 다음에 썰어야 예쁘게 잘 썰어지지요~!~\n성격이 급해서 식기 전에 썰었더니 조금 흩어진 것도 있네요~!~\n색깔도 예쁘고 아주 부드러운 계란말이가 완성되었네요~!~\n아이들 간식으로 주어도 잘 먹겠지요~!~\n남편들 술안주로도 너무 좋겠지요~!~~\n전 만들어서 그 자리에서 반을 먹었답니다~!~~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/24/84b946509e24275b35d5672e6b06e9821.jpg'}]"
7686,밑반찬,일상,달걀/유제품,부침,하트 계란말이 만들기,하트계란말이,"2,991",5분 이내,아무나,2인분,"[('달걀', '3개'), ('다진 당근', '3티스푼'), ('다진 파', '3티스푼'), ('다진 양파', '3티스푼'), ('소금', '약간'), ('후추', '약간'), ('우유', '3티스푼')]","노른자와 흰자를 분리하여 만든 하트 계란말이예요.
모양이 이뻐서 나들이 도시락반찬으로도 좋으며, 계량은 작은 티수저로 했어요.","[{'step_number': 1, 'description': '달걀을 흰자와 노른자를 분리해서 볼에 담아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/4c4af96fc19426e72bd53fa6e7882ade1.jpg'}, {'step_number': 2, 'description': '흰자에 작은 티수저로 다진양파, 다진당근, 다진파를 2티수저씩 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/20f3d7fee7313b63b4560ca18b89e52a1.jpg'}, {'step_number': 3, 'description': '노른자에는 다진양파, 다진당근, 다진파를 1티수저씩 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/93d242fe4db36f7eca27cfaaef8ef28d1.jpg'}, {'step_number': 4, 'description': '소금과 후추로 간을 하고 우유는 흰자에는 1티수저, 노른자에는 2티수저를 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/ea30c25ffc4976dbabb0d68ed41b5c6e1.jpg'}, {'step_number': 5, 'description': '재료가 잘 섞이도록 저어 줍니다.\n이때, 흰자는 노른자보다 조금 더 저어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/ae0aeb287b6cd52e26d112cfe06d51831.jpg'}, {'step_number': 6, 'description': '미리 예열한 후라이팬에 기름을 두르고 노른자를 붓고 부쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/8e72cf81033bac575758c8d54797fd671.jpg'}, {'step_number': 7, 'description': '노른지단이 반쯤 익었을때 돌돌 말아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/3a7a513cb71fe2edfe2b2d465dd648de1.jpg'}, {'step_number': 8, 'description': '노른지단의 끝이 1/5정도 남았을때,\n흰지단을 이어서 부쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/8dc2a4871790b37e864b05c9f03a3cbb1.jpg'}, {'step_number': 9, 'description': '흰지단이 반쯤 익으면 노른지단과 똑같이 말아준후,\n흰지단을 이어서 부쳐 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/b5163fce04aca68d3509d4bdd415a06c1.jpg'}, {'step_number': 10, 'description': '흰지단을 세번에 나누어서 부쳐서 말아 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/dd17098276957c5c5e45693f4bfa1f471.jpg'}, {'step_number': 11, 'description': '다 익은 계란말이를 먹기 좋은 크기로 잘라 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/010dc60b168a2d9fe07bf79bb1a3ead81.jpg'}, {'step_number': 12, 'description': '잘른 계란말이를 대각선 방향으로 한번 더 잘라 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/4808b9dd2cf94c861bfc4f7239f40b9a1.jpg'}, {'step_number': 13, 'description': '잘라진 계란말이의 한쪽 부분만 뒤집어 주면 하트계란말이가 완성 됩니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/85cb4cb19b9cde8877d30c000bdce46c1.jpg'}]"
7687,밑반찬,일상,달걀/유제품,부침,계란전 레시피 간단한 달걀요리 계란부침,계란부침,"5,066",15분 이내,아무나,2인분,"[('계란', '3알'), ('당근', '1/6개'), ('양파', '1/4개'), ('홍고추', '1개'), ('파 기름', '2T'), ('소금 후추', '1꼬집')]","계란은 후라이를 해먹어도 맛있고 계란말이를 해먹어도 맛있지요.
계란 전으로 간편하게 즐기는 레시피 소개해드리도록 할게요.","[{'step_number': 1, 'description': '먼저 계란은 볼에 깨트려준 후 소금 한 꼬집 그리고 비린맛 제거를 위한 후추 솔솔 뿌려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/9a50fc27140fffd4046e576a3c3df0cd1.jpg'}, {'step_number': 2, 'description': '나머지 재료들은 취향껏 준비해주면 되는데요.\n당근과 양파는 잘게잘게 깍둑썰어주었고 홍고추는 어슷 썰어 준비해주세요.\n계란전은 이렇게 재료준비가 간단해 좋더라구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/9e493b6d8340256fe827ec4fad9f0a631.jpg'}, {'step_number': 3, 'description': '이제 준비한 계란물에 홍고추를 제외한 채소들을 모두 넣어 한번 더 잘 섞어주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/2f674d3c8a97cb84de362f21048e4f891.jpg'}, {'step_number': 4, 'description': '이제 원하는 팬에 백설 파기름을 1큰술정도 둘러주고요.\n여기에 계란물을 한국자 올려주세요.\n저는 모양내기 위해 모양틀 후라이팬을 사용했는데\n일반 팬에 동그랗게 네모낳게 어떻게 부쳐줘도 OK인 계란전이랍니다.\n계란부침 개념이라서 사실 어떤 모양으로 만들어도 아주 맛이 좋아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/ec9a96b0e09eed9d46436e8bbc4b912b1.jpg'}, {'step_number': 5, 'description': '계란물을 적당히 부어준 후에는 썰어둔 홍고추를 그 위에 한두개씩 얹어\n색감을 살려주었어요.\n그냥 만드는 것 보다 뭔가 알록달록한게 더 예쁘잖아요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/19e2a2a81f7dad92ee94d93ea053fa8f1.jpg'}, {'step_number': 6, 'description': '밑면과 윗면이 어느정도 몽글몽글 익었을 때 뒤집어주는게 모양을 더 예쁘게 만드는 팁이에요.\n불은 너무 세지 않은 중약불을 유지해주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/dfb2dbbb7b270f07d4095e3a5565fa331.jpg'}, {'step_number': 7, 'description': '한번 뒤집어준 후1-2분가량정도 살짝 더 익혀주면 부드럽고 맛있는 계란전\n계란부침이 뚜욱딱 완성된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2019/11/10/60004774c8bf4579d628e78138ee42891.jpg'}]"
