index,종류별,상황별,재료별,방법별,글 제목,레시피이름,조회수,조리시간,난이도,인분,재료,소개글,조리순서
7798,밑반찬,일상,달걀/유제품,부침,치즈계란말이,치즈계란말이,"4,143",30분 이내,초급,2인분,"[('스트링 치즈', '2개'), ('김밥김', '1/2장'), ('계란', '4개'), ('생수', '2큰술'), ('소금', '1/2작은술'), ('카놀라유', '2큰술')]",치즈의 고소함과 부드러운 계란의 만남! 치즈 좋아하는 분들에게는 환영받을 만한 치즈계란말이를 소개합니다!,"[{'step_number': 1, 'description': '계란은 두개당 생수 한 큰술을 넣어주면 훨씬 부드러운 계란말이를 즐길 수 있구요. 다시마 우린 물을 사용하시면 더욱 좋답니다. 소금을 반 작은술 넣어주고 체에 걸러줍니다. 치즈의 짠맛이 있기에 소금은 많이 넣지 않아도 되구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/caaffe8f41609b855260f06c905b45d21.jpg'}, {'step_number': 2, 'description': '김밥김을 가위로 반장이 될 만큼 잘라주고 팬 사이즈에 맞게 가장자리도 가위로 잘라줍니다. 그리고 치즈도 김 사이즈대로 잘라준 다음 김을 말아줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/8dc6c6dcbba220a11acfdcd825eebdea1.jpg'}, {'step_number': 3, 'description': '팬을 먼저 예열한 다음 키친타월에 카놀라유를 두르고 ( 팬의 옆면까지 기름을 고루 발라주어야 계란말이가 잘 떨어져요.) 계란물을 부어줍니다. \n기름이 많으면 계란말이가 예쁘게 안 말아지니 되도록 기름을 적게 넣어주세요. 치즈 만 것을 올려주고 돌돌 말아줍니다. 다 말은 계란말이는 앞으로 당겨와서 다시 기름칠을 해주고 계란물을 부어줍니다. 계란물을 이어서 계속 말아주는 것이지요. 그러면 어느새 계란말이가 두툼해지는 것이지요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/80f08115ff49bbb9a050c1f49ac2f3be1.jpg'}, {'step_number': 4, 'description': '김발에 말아서 그대로 식혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/74afedaabf275975dcb362983e428eef1.jpg'}, {'step_number': 5, 'description': '완전히 식은 다음에 계란말이를 썰어주면 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/7858a96239284d975fe315baef7d76541.jpg'}]"
7799,밑반찬,일상,달걀/유제품,부침,브로콜리 달걀말이,브로콜리달걀말이,"5,153",15분 이내,초급,2인분,"[('달걀', '4개'), ('브로콜리', ''), ('다시마물                                                                                or우유', '4T'), ('청주', '1T'), ('설탕', '1t'), ('소금', '1t'), ('식용유', '조금')]",평범한 달걀말이에 조금 변화를 주어 사랑을 표현하기에 좋은 하트달걀말이를 만들어봤어요.,"[{'step_number': 1, 'description': '식용유를 제외한 모든 재료를 넣고 고루 섞은 뒤 체에 2~3회 내려주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/3d789b6049ba41c89a4279026083273b1.jpg'}, {'step_number': 2, 'description': '데친 브로콜리 송이만 곱게 다져 달걀물에 넣어 영양을 더해 주었어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/bec0a4f41b12d89da3e3d585a0b76e581.jpg'}, {'step_number': 3, 'description': '달군 팬에 기름 두르고 키친타월로 살짝 닦아낸 후 달걀물 1~2국자 정도만 부어 고루 펴 약불에서 손잡이 쪽부터 익혀 주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/c0c67d37f63d3fcb6caef25cc9cc0eb41.jpg'}, {'step_number': 4, 'description': '완성된 달걀말이는 다시 손잡이 쪽으로 보낸 후 달걀물을 부어 약불에서 익혀가며 말아 주세요. 이 과정을 수회 반복해서 완성된 달걀말이는 김발에 돌돌 말아 식혀 주세요. 적당한 크기로 썬 달걀말이를 사선으로 자른 후 한 조각을 뒤집어 자른 단면끼리 맞춰주시면 돼요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/14/22caea9bed1844cde520beab03002b231.jpg'}]"
7800,밑반찬,일상,달걀/유제품,부침,두릅계란말이,두릅계란말이,"2,754",30분 이내,중급,2인분,"[('두릅', '5개'), ('당근', '약간'), ('포도씨유', ''), ('계란', '5개'), ('소금', '0.1큰술'), ('참기름', '1작은술'), ('후추', '')]",향이 좋은 두릅을 넣은 두릅계란말이를 만들어 보았어요.,"[{'step_number': 1, 'description': '두릅은 뿌리 부분에 있는 보랏빛을 띠는 껍질을 제거한 후, 끓는 물에 약 3분정도 데쳐주고 흐르는 물에 깨끗이 씻어 물기를 꼭 짜고, 잘게 썰어 줍니다. 당근은 필러로 껍질을 벗긴 후, 얇게 채썰어 준비합니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/77b7cd656ad76d0235a32f87941610ef1.jpg'}, {'step_number': 2, 'description': '볼에 계란을 깨서 넣은 후 소금, 후추, 참기름을 넣어 잘 풀어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/894bf208435518f78ad0459104f71dd91.jpg'}, {'step_number': 3, 'description': '후라이팬에 포도씨유를 두른 후, 팬이 달궈지면 계란물을 부어줍니다. 준비한 계란물의 2/3정도를 부어주었다고 보시면 됩니다. 계란물을 붓자마자 가스불을 약불로 줄여주었어요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/ca5480a7fd708e062f58d14254ff73e91.jpg'}, {'step_number': 4, 'description': '계란이 2/3쯤 익었을 때, 준비해둔 두릅과 당근을 올려줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/22dda73de5be578c500ce57544f27d871.jpg'}, {'step_number': 5, 'description': '김밥 말듯이 계란을 말아준 후 남은 계란물을 부어줍니다. 계란을 마저 말아준 후 앞뒤로 골고루 익혀줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/7d6289c31b794034e16d277b9ac3195f1.jpg'}, {'step_number': 6, 'description': '잘 말아진 계란말이는 한 김 식혀준 후에 예쁘게 썰어냈어요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/04/58df3f11a5301c9282a8250dfa19e2dd1.jpg'}]"
7801,밑반찬,일상,달걀/유제품,부침,미니계란후라이,계란후라이,"8,046",2시간 이상,초급,1인분,"[('계란', '1개'), ('오일', '')]","아기들 밥 반찬으로 딱인, 계란 하나로 후라이 여러개를 만들 수 있는 미니계란후라이입니다.","[{'step_number': 1, 'description': '일단 계란 1개를 냉동실에 6시간 넣어서 얼려둔다. 냉동실에 얼려있던 계란을 물에 3초 정도 담가 놓는다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/755443835933e2b691fe486d359a728c1.jpg'}, {'step_number': 2, 'description': '꺼내어 껍질을 벗겨낸다. 얼어 있는 계란을 칼로 조심스럽게 썰어준다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/c174adf58764390665d440d66673a55e1.jpg'}, {'step_number': 3, 'description': '그리고 팬에 오일을 두르고 썰어 놓은 계란을 올려주면 끝!! 일반 계란후라이처럼 구워주면 된다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/06/04/5f5b37ee62c55ba33e80b1113d97daf11.jpg'}]"
7802,밑반찬,일상,달걀/유제품,부침,"◈ ""소시지 달걀말이 황금 레시피"" 공유~* , 2tv 생생정보 레시피 , 소시지 계란말이 레시피~*",None,"6,276",None,None,None,"[('달걀                                                                                일반란 기준', '4개'), ('프랑크 소시지', '1.5개'), ('비엔나 소시지', '4개'), ('우유', '1/3종이컵'), ('식초', '1/3숟가락'), ('소금', '1/3숟가락'), ('맛술', '1숟가락'), ('식용유', '3숟가락')]",,[]
7803,밑반찬,일상,달걀/유제품,부침,일본식 기본 달걀말이,달걀말이,"11,972",15분 이내,초급,4인분,"[('달걀', '5개'), ('소금', '3꼬집'), ('꿀', '2큰술'), ('카놀라유', '적당량')]",달걀 반찬은 누구나 다 좋아하는 반찬 중 하나인데요. 오늘은 한국식 달걀말이가 아닌 일본식 달걀말이입니다. 일본에서도 이 달걀말이가 도시락 대표 반찬이라고 하네요. 이 레시피는 일본 베스트셀러 요리책에서 보고 따라 만든 것이랍니다. 그럼 만들어 보겠습니다.,"[{'step_number': 1, 'description': '달걀 5개를 준비하시구요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/cf72e0769057dc4be373d02fb1c5fc5d1.jpg'}, {'step_number': 2, 'description': '달걀을 깨뜨려서 볼에 넣어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/5295cff8e8099864d0c524822f96fc861.jpg'}, {'step_number': 3, 'description': '달걀물에 들어갈 꿀 2큰술과 소금 3꼬집입니다. 여기서 꼬집은 식재료를 엄지와 검지로 한번에 집을 수 있는 양입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/8806a3df8abc24001bdfd98f28d472981.jpg'}, {'step_number': 4, 'description': '꿀과 소금을 넣고 풀어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/0cf4fdb889e9b670e0c12be4030f32e31.jpg'}, {'step_number': 5, 'description': '달걀물을 체에서 걸러줍니다. 그러면 알끈은 저절로 걸러집니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/e8214b57aa95ee3e8b2a7031391f23e41.jpg'}, {'step_number': 6, 'description': '체에 거른 달걀물입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/45e7c8fef0ca5809a50bfc826160e3451.jpg'}, {'step_number': 7, 'description': '달걀말이는 불조절이 중요한데, 팬을 달군 다음 약불로 줄이세요. 그런 다음 키친타올에 기름을 묻혀 팬에 얇게 코팅하듯 발라줍니다. 저는 카메라 때문에 시간이 지체되어 약간 탔지만 괜찮답니다. 계속 달걀물을 부어가며 돌돌 말아주기 때문이지요. 돌돌 말아가면서 달걀말이를 땡겨주고 기름이 모자란 곳은 키친타올을 묻혀 발라줍니다. 그리고 달갈말이를 계속 부어가며 80% 정도 달걀이 익었을 때 말아줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/8570b34de0e06714b6487c90db2d6a5b1.jpg'}, {'step_number': 8, 'description': '두툼한 달걀말이 완성입니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/16b1d11184489c2502c18a1f405e36611.jpg'}, {'step_number': 9, 'description': '도마에 한지 호일이나 종이 호일을 깔고 (도마에 기름이 배이는 걸 방지 ) 김발에 달걀말이를 넣고 고정시켜서 모양을 만들어 줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/2ff47a85537b2e62983bd2640b5d98811.jpg'}, {'step_number': 10, 'description': '일정한 간격으로 썰기 위해서 가운데를 먼저 썰어 2등분하고 남은 토막을 다시 2등분하는 식으로 썰어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/6db137edc9f5587e46bd06a3d2ad3cf11.jpg'}, {'step_number': 11, 'description': '똑같은 모양으로 썰기 쉽지요?', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/40fc7989250b09a530eb01ccd4c2abd71.jpg'}, {'step_number': 12, 'description': '일본식 기본 달걀말이입니다. 꿀이 들어가서 훨씬 깊은 있는 단맛을 느낄 수 있답니다. 저도 꿀팁으로 하나 배웠네요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/12/b504301d00aa0c3a43e59b497f664c871.jpg'}]"
7804,밑반찬,일상,달걀/유제품,부침,잡채계란말이 남은잡채로 활용만점~,잡채계란말이,"5,254",30분 이내,중급,2인분,"[('남은잡채', ''), ('계란', ''), ('김밥김', ''), ('맛소금', '')]","잡채를 만들어 먹다보면 안먹게 되죠
그래서 재활용으로 잡채 계란말이를 만들었어요
그럼 다시 만든 요리처럼 새로운맛으로
즐길수 있어서 좋아요
잡채재활용 괜춘이겠죠^^","[{'step_number': 1, 'description': '계란에 맛소금으로 밑간을\n한후 계란물을 만듭니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/9c0ddf408cabb43d2b6783b9ef0a18ff1.jpg'}, {'step_number': 2, 'description': '남은 잡채를 볶습니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/b63e31cf3e3e361b232d7e5b3706a6701.jpg'}, {'step_number': 3, 'description': '팬에 오일을 두르고 계란물을\n넣고 김한장을 올린후 잡채를\n올립니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/51c6c4ea89ce6dd47dbddc005dc866821.jpg'}, {'step_number': 4, 'description': '조심스럽게 계란말이를 합니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/6a9fa1fb1f66fd16b687bdca5fae0eec1.jpg'}, {'step_number': 5, 'description': '계란말이가 식으면 이쁘게 썰어 접시에 담아냅니다', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/04/03/596c237d7b61e9865e571fd6340ec6821.jpg'}]"
7805,밑반찬,일상,달걀/유제품,부침,이색계란말이 스팸과 깻잎이 환상궁합,스팸계란말이,"7,049",15분 이내,아무나,1인분,"[('달걀', '3개'), ('스팸', '1/4조각'), ('깻잎', '4장')]","반찬으로 자주내는 계란말이지만,
오늘은 색다르게 만들어봤어요
스팸을 도톰하게 잘라 넣으니
달걀에 소금간도 안해도 되구요
담백하니 넘 맛있더라구요 ^^
이 세가지 궁합이
어쩜 이리 잘어울리는지 
만들어놓고도 괜히 뿌듯 - !
(자화자찬ㅋㅋㅋㅋㅋ)","[{'step_number': 1, 'description': '계란에 소금간 없이\n한입에 쏘옥 - 넣어 먹으려면\n도톰하게 잘라야 해요\n캔햄을 꺼내 1/4등분 한 뒤\n등분한 햄은 4등분으로 잘라주세요\n(사진처럼 - )', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/9f806d0d3c1698b1b0002b2a4741e3ac1.jpg'}, {'step_number': 2, 'description': '깻잎 4장을 위의 사진처럼 펼쳐준 후 \n잘라놓은 햄을 올려주세요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/45ab842d073c81f1b1c16a7395237eac1.jpg'}, {'step_number': 3, 'description': '돌돌 말아서~', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/6ddb63a644e5664a26a5826c8d1fa3d61.jpg'}, {'step_number': 4, 'description': '계란 3개를 풀어주세요\n(소금간 x)', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/c173c7b5a9ec31500eb93645227f333f1.jpg'}, {'step_number': 5, 'description': 'tip. 계란말이나 오믈렛만들 때는\n식용유를 팬에 부은 뒤 \n키친타월로 한번 닦아주셔야\n기포도 안생기고 \n깔끔한 계란말이를 만들 수 있어요 \n계란물 2/3 을 팬에 부어준 뒤 ...', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/2f5ac63cf5c99eda50360aec43a68e741.jpg'}, {'step_number': 6, 'description': '햄을 말아놓은 깻잎을 올리고 \n돌돌 말아 주세요\n나머지 계란물 1/3을 붓고\n한번 더 말아주면 완성입니다 ^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/62d280230a5bd4d5ba534d59b6b879d41.jpg'}, {'step_number': 7, 'description': '한김 식혀준 뒤 \n자르면 ...', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/ae663ab2bb74c62a920bcc7b87ba4d951.jpg'}, {'step_number': 8, 'description': '요로코롬 네모진 스팸이 귀엽게 짜잔 ~~계란말이, 스팸은 찬으로\n늘 같이 따라내는 반찬 중 하나 잖아요\n한번에 넣어 더 맛있게 !\n이색적으로 ! 드실 수 있을 것 같아요 ^^오늘 저녁반찬으로 당첨 ~~ \n맛나게 드셔요 ^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2016/09/24/05efcca8e0c91d81be8835609e8b59671.jpg'}]"
7806,밑반찬,일상,달걀/유제품,부침,느린바다 깊은 국물맛 [다시마소금 - 팽이버섯두텁계란말이],팽이버섯계란말이,"1,043",10분 이내,초급,2인분,"[('느린바다다시마소금', ''), ('계란', ''), ('유기농설탕', ''), ('통깨', ''), ('팽이버섯', '')]",많이 짜지 않은 다시마육수 같은 진한 맛이 들어있는 느린바다 다시마 소금으로 만든 팽이버섯두텁계란말이,"[{'step_number': 1, 'description': '계란 6개를 풀어줍니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/32ed37704b63e2b4ae2bc7c348ac7ae61.jpg'}, {'step_number': 2, 'description': '느린바다 다시마소금을 적당량 넣어줍니다. 전 눈대중으로 간을 맞추는 편이라. 이 소금이 그냥 먹어보니 많이 짜지 않습니다. 티스푼으로 반스푼 정도 넣으시면 될 것 같아요', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/81f6b78c9c9a10b25b647342e7cf79fc1.jpg'}, {'step_number': 3, 'description': '원당을 이 정도 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/9964646307d5ed1888af5039c787b82e1.jpg'}, {'step_number': 4, 'description': '통깨를 듬뿍!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/280fa73e7ec572da63a4284aac1fc9331.jpg'}, {'step_number': 5, 'description': '팽이버섯을 잘게 썰어 넣고', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/421d606e5c32fb73c1504af973c6f6d71.jpg'}, {'step_number': 6, 'description': '잘 말아주면 끝! \n전 두껍게 말아주었습니다\n오믈렛으로 먹어도 되겠죠? ^^', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/0cdbc6186aa4f1932f07ef749981a87e1.jpg'}, {'step_number': 7, 'description': '골고루 익도록 하면 완성!', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/09/3145b04ef0d3ed00eacf0aaad11ff4921.jpg'}]"
7807,밑반찬,일상,달걀/유제품,부침,시금치 달걀말이,시금치달걀말이,"12,251",30분 이내,초급,2인분,"[('달걀', '3개'), ('시금치', '1줌'), ('까나리액젓', '1숟가락'), ('소금', '약간'), ('참기름', ''), ('들기름', ''), ('깨소금', '약간')]",달걀과 함께 돌돌돌 말아서 시금치 달걀말이를 만들어 봤어요.,"[{'step_number': 1, 'description': '시금치는 끓는물에 소금을 반숟가락 정도 넣고 넣어다 빼주었어요. 시금치는 오래 삶으면 영양소가 많이 파괴가 된다고 해요. 그래서 넣었다가 빼주시면 되요. 그리고 흐르는 물에 깨끗하게 헹궈주었답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/822e0251a3255c6d32f4192951d05e241.jpg'}, {'step_number': 2, 'description': '시금치가 너무 커서 먹기 좋은 크기로 잘라주었어요. 송송송', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/f41605d30c7946e1374c73fc89ae75031.jpg'}, {'step_number': 3, 'description': '소금약간, 참기름 1/2 들기름1/2 통깨으깨서 1숟가락 넣고 조물조물 해주었어요. 소금은 입맛에 맞게 넣어주시면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/0ea9b21e9c5742d2a5443bc0ea153c681.jpg'}, {'step_number': 4, 'description': '달걀 3개에 까나리액젓 1숟가락을 넣고 잘 풀어주었어요. 소금이나 맛술대신에 액젓을 넣으면 감칠맛도 나고 맛이 좋다고 해서 저도 넣어보았답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/7f9b99a36dbf9402415e3bef4f8bdfaf1.jpg'}, {'step_number': 5, 'description': '사각펜에 기름을 조금 넣고 키친타올을 이용해서 닦아주었답니다. 그리고 달걀을 1/2을 넣고 얇게 펴주었어요. 달걀말이는 온도가 가장 중요하더라구요. 처음엔 중불에서 달걀을 넣으면 약불로 줄여주세요.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/2cf1ba047e4090fded0fd2afd8eeade41.jpg'}, {'step_number': 6, 'description': '그리고 오른쪽 끝에 무쳐놓은 시금치를 한줌 정도 .. 길쭉하게 올려주었어요. 너무 욕심부리면 터진답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/28b268f30c670144c503752d18db78201.jpg'}, {'step_number': 7, 'description': '자 이제 돌돌돌 말아주면 되요. 한번 돌돌돌 끝까지 말아주고 다시 오른쪽으로 밀고 남은 계란 1/2을 얇게 펴준 후 돌돌돌 말아주면 된답니다. 달걀말이는 약불에서 느긋하게 해주시면 된답니다.', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/b19ca5d8ca6cf005e619fb1a4815ed1d1.jpg'}, {'step_number': 8, 'description': '가장자리로 보내면서 모양을 이쁘게 잡아주었어요. 김발을 이용하셔도 좋은데 요렇게 해도 모양이 잘 잡힌답니다. 살짝 식은다음 칼로 잘라주면 ok', 'image_url': 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/30/a854d31954451a32759c4459179fa4051.jpg'}]"
